参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
有fina 2342 last sem MC and LQ,Pm pls,Pm,Pm pls,1,48,,,,,
收 IIMT2601 past paper,Hi pm?,Hi have past paper,,,,1,2,,,
Engine year 1代考,連year 1 course 都讀唔黎嘅話你之後都唔會讀到,Year 1 已經係最易嘅course,真系廢物,1,6,,,,,
有冇人試過詐病skip final,扮感冒算唔算legit,試過,應該要醫生紙但係而家疫情嚴重驚個醫生以為係中咗武肺,1,3,,,,,
Nursing gpa,好似1.x 都攞到,Nursing gpa 要幾多先拎到牌？,,,,1,2,,,
BSTC 2003 Long Essay,想問吓大家會寫咩題目？啲嘢好虛😵‍💫,,,,,,,,2,1
MATH1851 and ENGG1300考試急救班 r,help*,Dm this if need hello for MATH1851&ENGG1300,Dm plz,1,27,,,,,
CCGL9033,個prof喺online同f2f之間彈出彈入咗幾次,之前個prof有堂好似病咗冇上到可能因為咁推遲咗一個禮拜,,,,6,11,,,
Fina2342 asm 求救,😏,😖,有冇人識第一題2b要點做？睇完佢個hint都唔明🥲,1,3,,,,,
Music room 有冇cam,有冇其他ching知有冇cam?,全部都有？定淨係一兩間有,有唔好問我點解知,1,4,,,,,
Fina2342 asm😭,識唔識做新嗰份功課？😵,有冇人識做，好lost. Pls help 😣,,,,1,2,,,
CCCH 9050一問,尤其係video assignment,呢科比grade鬆唔鬆手易唔易A range😂,,,,1,3,,,
有無blaw 一齊opt out llb,Yes pm,Pm,,,,4,9,,,
__,It’s hard😂,me 3604🤔 (but so bad😅,"Want to have study partner that can supervise each otherAttending biol2103, BIOC3604 will be better",1,3,,,Sci MBB study partner,,
Contract law notes 有無人需要😂,"平價出售完整source, 附送past papers 及考試常犯錯誤的提示😉","有冇要tort, criminal and land?",Hi~,2,7,,,,,
Ccch 9005 讀到好頹,,,,,,,,,,
Ccgl9025 reflective essay,未,想問下佢game reflective essay係咪未講做咩同幾時交🙇🏻‍♀️？,,,,1,2,,,
Summer school or sem exchange?,Ching  最後有冇accept offer,想請問你GPA大概幾多？有諗過報但唔係好噉…,睇番hku網/各大院校嘅page,18,25,,,,,
__,what are the questions usually abt? do u hv any tips to pass the interview? thnks,tsymm,If you wanna apply again u can try using another email address but I doubt it would work,3,21,,,HSBC placement,,
FINA1310 Final Help,Pm,Pm,連續幾個sem A+/A有3份pastpaper 可幫手大量好評cap圖tg link :https://t.me/exameasya,1,7,,,,,
校友們請留低你major+salary+年資,Can directly get MLT?,"50k, PCLL, 7 months",保險狗？,14,48,,,,,
☠,你quiz點？,最後咩grade,"簡直畀人伏左，明明話容易靚grade 點知而家個個禮拜都要quiz, 仲要7分鐘分鐘問埋d 唔直接既野，份reading成日用埋double negative 仲要多人名，姐係如果多多3分鐘都好，好想佢快d出個 course evaluation comment下",8,13,,,CCST9025 Quiz集思廣益,,
Admiralty Harbour Capital,pm,Anybody got interview from this firm?,,,,2,2,,,
Psyc2022 請槍,Up,Pm thanks,,,,1,2,,,
收geog 1016 source,Pm,sorryyyy can u pm me again thanksss,Pm,2,4,,,,,
soci1001 請槍,Cls😂😂,p m,lol calm down bro,1,11,,,,,
Cart 9001,佢直接send gmail,A,我仲未收到習作一個Grade，習作一係邊到睇Grade？,2,13,,,,,
Credit overload,你要講多啲資料先幫到你喎 你可以畢業未㗎Exchange 點解無啦啦要overload?,Push,之前winter break已經apply過一次overload但Summer sem 係咪唔洗apply overload可以直接讀exchange prog 然後trans cred,1,3,,,,,
CHIN 1117 source,已pm,Sent letter,pm,1,5,,,,,
放 nursing cemd 9002 source,Pm,Pm,Pm🥲,1,15,,,,,
law exchange US,Hi,!!,push,1,4,,,,,
Caes9920 grade,A,Shit,以為自己寫得好好得B-,1,8,,,,,
Essay代寫 A保證 冇A range回水,小心啲俾人呃,Pm here,,,,1,2,,,
Mgmt course vs mktg course,Is mgmt2401 gd grade? Mktg2501 seems larn grade,Wanna know too thanks好人一世平安🙏🏻,Can anyone share any gd grade electives for mgmt or mktg,2,13,,,,,
6901 fns intern,any intern recommendations related to fns🥴?,,,,,,,,1,1
e&f trans a&f,今年fbe網最新update好似話照計cgpa,Reasons for your application 點寫會好啲？,yes,3,10,,,,,
Double Major + Double Minor,你地係咩faculty？Faculty of art會唔會好緊？,"I see, 我嗰陣 faculty 以為我改 Maj/min 搏 defer, 令我覺得 faculty 會 mon 得好緊",,,,3,16,,,
Econ1210請gun,Any can help ?,Pm,hi any ppl can help?,1,30,,,,,
Biol1309 grade,Can I ask u something? Abt the course 😢,A左,B 左,1,6,,,,,
基督教你問我答,可唔可以叫你啲教友唔好喺campus性騷擾人,ba/c?,你會每天五次向麥加方向禮拜嗎？,2,5,,,,,
LLAW1002 急救班,In another group^,So are u llb or blaw? Saw u saying that you’re blaw year 2,,,,2,14,,,
Hire Acct Gun with Pay,Which course pm,Shameful,Only garbage would hire gun,1,6,,,,,
Hkuww 2nd late round,samee,How much,Ielts computer test is available in british council wor,1,7,,,,,
Master推薦信一問,點會搵中學校長,"我返過自己中學做 daily GM, 都只係搵個我畢業後入職嘅 panel head 寫 reference校長啲行貨 reference 係人都睇得穿係冇 weight 冇 value, 同你搵你老母寫冇分別",除非你讀教育同埋真係曾受僱於間中學當攞 employer’s reference如果唔係中學校長推薦信喺大學眼中係廢紙一張，咪嘥人哋時間睇中小學同專上教育係兩個世界嚟，無謂淪為人哋笑柄,2,5,,,,,
收poli1003sources,Dr Yan’s sub,,,,,,,,2,1
gcin1001 A+ source出售🥳,Pm,Pmmmm,Pm,1,6,,,,,
study partner,睇吓啱唔啱,想考咩,有冇人會今年考公務員 招study partner 港島區更好,1,3,,,,,
有冇人知道點樣將學生證放入apple Wallet,可唔可以請教下😂,係點樣整㗎,可以做 不過好麻煩 之前整過,4,10,,,,,
唔係仲有law student淨係識咪textbook啊嘛,咁你開個post喺公海 人哋喺下面講啲乜嘢你都控制唔到㗎啦😂,"你同學霸嘅差距只係一份可以幫到你慳時間嘅高質source當你仲揭緊本書嘅時候學霸已經溫曬成科了因為人地有notes🤫唔洗羨慕佢哋 你都可以一樣高效溫書！👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻👇🏻About me:- HKU LLB First Class Honours graduation- Training Contract secured with an international law firm (received three offers)- Awarded Dean’s List since Year 1Subjects available:- Tort Law I&II (full year) A- ($700)- Land Law I&II (full year) A- ($700)- Criminal Law I&II (full year) A ($800)- Criminal Procedure A ($400)- Equity and Trusts I&II (full year) B+ ($500)- Commercial Law A- ($350)- Business Associations A ($400)- Administrative Law A ($400)Soft copies (pdf format) sent via email, exam scripts and Vacation Scheme/TC guides are available too.Screenshot of my transcript will be provided on demand.Price negotiable for multiple purchases! I don’t check Goop often, please find me via Carousell @lawnotesforsale or TG @asdfghjklzzzb另外麻煩其他想賣source嘅人唔好再痴我個post宣傳🙏🏻",,,,1,2,,,
行山撚請入!!,Join this!,https://t.me/+DVywXhH97dFlMDZl,l m,1,8,,,,,
hire econ1210 gun,Only trash would hire gun,"Ridiculous, take the exam by yourself or bloody drop out",,,,1,2,,,
Ccst9013 A+ sources for sale,Have Ccst 9013 A+ sourcesPm if interested,,,,,,,,1,1
CCGL 9015 find friend,Hello,Hello,Hello,1,12,,,,,
__,是咪要international student才可修讀？,Hi pm?,push,1,5,,,CHIN9001有冇人讀過？,,
2022 US Northeastern exchange,Pm ?,Post grad here,,,,2,18,,,
翻學校洗唔洗嘟安心出行？,開始考試之前,Hmm when do u mean,,,,1,2,,,
__,CU and Kong U Nursing 想要同外國nursing 睇齊，所以課程內容同外國好似，讀得好專，同一般護士學校Or東華明愛唔同，但CU and Kong U又唔認清楚香港醫療系統同美加真是差好遠，外國nurse 可以獨立診症開藥，真係去到手術層面先交翻比doctor，但香港乜都要醫生做，真是唔好怪點解醫療系統負擔咁重，香港nurse 好多嘢都唔做得，nurse clinic 先啱啱起步，其實其他專業醫療 e.g. physio 都要等doctor referral 但外國係調轉，d人睇完physio先睇醫生，所以係香港的大學讀nursing 可以話係浪費，係香港醫院好難apply到大學教的嘢，因為乜都要比醫生做，所以先咁多nurse 移民去做翻嗰真正的nurse,"Nursing 都好撚辛苦，特別HKU, d anatomy physiology, pharmacology 其實都同medic 差不多, 至少要讀medic 七成嘢，特別頭3年, D lecture notes係一模一樣同一堆老師，仲有d 堂其實係一齊上，but nursing 仲要計GPA，所以要過3其實同其他科要first hon 一樣咁難",,,,9,28,一完sem已經每日返工,,
Hku入口守得嚴唔嚴？,但係你都要用安心出行,針卡唔係安心出行得唔得？eg我show相/醫健通針卡,有兩針既qr code就ok,4,18,,,,,
有冇year2 成功reg japn1088,okok 唔該！,聽講話minor咗會易啲reg,我身邊有啲同學都係year 2先開始讀JAPN1088,1,7,,,,,
Masters data science any news,or already released,Anyone know when data science masters release offer,,,,1,2,,,
is law still 神科,Why is your personality like this lol,睇下點define神lo 但係讀左law出黎做野無論做唔做律師 識左d專業知識都係有一定既優勢既,But that’s off topic I know 😂,11,46,,,,,
有冇人知CART9001 考試考咩？,佢上堂教過嗰啲,想請問實用文大概會係邊種？書信嗰啲？,500字你寫定framework直播copy and paste fill in the blanks,1,10,,,,,
__,有冇人收到summer placement global functions offer?,,,,,,,hsbc placement global,1,1
Soci 1001 sem 1,"can you guys  check the pm thxwant source, pls",Pm,Pm,2,21,,,,,
__,可以比d空間自己諗做乜好,咁大家成績唔同，能力唔同，邊有得比較,覺得自己係零，連一份intern都冇,7,10,,,你d朋友都搵到intern，但你搵唔到，咩心情,,
攞median分數有無可能有B grade,Econ1210,What course?,stat course median B+,1,7,,,,,
FBE Minor 除左acct仲有邊個靚grade易讀,Econ Leng grade,errr 如果妳有overlap course 要take replacement就要minor acct 好似仲要3103 wor,本身係Fbe嘅話要take四個3字頭,1,7,,,,,
Ccgl9033 in-class test,但就算依家去打都趕唔切喺test嗰日打滿兩個禮拜😓,有冇人讀緊呢科都未打針?,,,,1,7,,,
求FINA2330 A source,Pm me,,,,,,,,1,1
SOCI1003 大家溫成點？,放棄了，聽日先算,出貓啦屌,冇打算溫,5,,,,,,
收ACCT3109 20-21 sem 2 exam,Pm,收ACCT3109 20-21 sem 2 exam,,,,1,2,,,
收GEOG2057 Source,Push,收Exam source,,,,1,2,,,
支持舍堂自主收生嘅入一入嚟,同意唔嬲最憎hall膠🤪同埋博diu嘅毒撚,Hall 膠真係7,,,,2,34,,,
Elec 3844 搵group mate,有無人3844 係A range 肯賣source 🙇‍♀️🙇‍♀️🙇‍♀️,Pm,有group但想識yr3 ce major,2,10,,,,,
收nursing life science source,pm,Pm,here,1,3,,,,,
有冇人有geog2127/ geog1016 sources,🌈,好人一生平安！,><,1,3,,,,,
__,上莊無撚用,"想quit就quit, 對自己好d",Pm,27,76,,,想Quit 莊,,
geog1016 study partners,Pm,pm,Pm,11,96,,,,,
CAES 1000 A grade source,Pm,pm thanks！,Hi 3 A range (2As and 1A-) CAES sources are available for sale (20-21 sem 1 and sem 2). Have:- 3 essays- 3 reports- 3 speech (script),2,4,,,,,
Phil2330 happiness,lm,Pm,Pm,1,4,,,,,
有冇拉琴/彈琴嘅人想夾吓琴?,Pm!,彈琴 有興趣！,pm!,1,5,,,,,
GEOG1016 can’t see similarity%,有冇咁多similar😶 成個cover page 佔8% similar …,睇到喎,yea,2,7,,,,,
收CIVIL Source,要 CIVL2112,,,,,,,,1,1
kpmg summer intern any news?,好似冇,Summer tax 有冇manger in?,Push,3,26,,,,,
對Year 1 同 Year 4 學生交嘅功課期望是否該一樣,個course冇prerequisites,覺得冇prerequisites嘅話就係yes,,,,1,2,,,
Any favourite tutor?,Psyc Andrew,upvote,Fbe Hermione,1,4,,,,,
女仔真係咁鍾意搵醫生/律師/ibanker做男友？,樣又唔睇學歷又唔睇嘅而家啲女仔,Of course,讀 engine咪一樣有女,3,13,,,,,
2022 engine intern,Year 幾？,交得一份都有 offer,cs send咗幾十份都無回音,2,9,,,,,
求late drop,pm？🙏🏻,Online得唔會自己做啦，唔好玩啦大佬,然後會發現online考close book cheat都無撚用，因為prof會覺得online喎梗係出難啲，整柒你班友,4,17,,,,,
HKUWW 2223 Maastricht,why ah,Why chose Maastricht ah very boring,pm~,1,21,,,,,
BIOL4201 Lab report source,Any source for proposal?,,,,,,,,2,1
想知transaction banking 嘅嘢,Wanna know too,未翻過...但想知多小小翻工嘅details🙈🙏🏻,Which bank?,1,4,,,,,
Stat1602 跳樓區,pm,https://t.me/+Ja2JJ8UgvBs2N2E1,$?,4,71,,,,,
ccgl9042 quiz 組隊,Pm,Pm me,pm,1,12,,,,,
PwC Deals,"Thank you! Offer letter wasn't sent to me yet, I just got the congratulations email and I just emailed them about it.",I think it’s just about the start and end date stated on the contract? If you tell HR before signing the contract and they agree to it then it’s all fine,What if I tell them about it before accepting offer?,1,5,,,,,
Amplify trading Comp 組隊,Pm,Pm,Push,1,10,,,,,
做銀行risk management前景如何？,Can but u gotta network internally to change offices,Moving to transfer pricing methods?,Some banks might even move risk man to FO,1,4,,,,,
HSBC client coverage,Is it good?,,,,,,,,1,1
PwC interview,Actually depends on which dept. I got deals advisory offer and got man in,Intern應該淨係需要做gba就得 唔需要in,冇wo,6,38,,,,,
瑞士 exchange,Hi,hi,,,,1,2,,,
Hkma summer intern 有冇消息,Late April; no department stated,When is the zoom interview and what department?,Received Zoom interview invitation,3,4,,,,,
Cchu9065 A source,"Grade A cchu9065 2020-2021 sem 2 sourceThe source basically includes all that you need to get an A in CCHU9065 A life worth living🙈, which includes:(1) A remark on CCHU9065(telling you all the tips to get A grade in this course)(2) all my in-class participation works(3) all my short written assignments on each topic(4) My in-class presentation sample(5) My final essay (6) A final essay notes Have proof, please dm telegram @mushashaa for more details.",,,,,,,,1,1
hase fintech/coop有冇消息,No update after vi,anyone applied summer seed also?,same,2,6,,,,,
政府intern唔經學校申請會點？😶‍🌫️,"depends on the requirement, some can’t dont apply through sku",,,,,,,,2,1
internal transfer後會唔會reset gpa,同問🙏🏻🙏🏻都想知trans cred同reset GPA嘅details,Pm?🙏🏼,"想同internal transfer之後係咪會trans cred 同reset GPA? E.g. CC, faculty core courses 嘅grade?🙏🏼",3,51,,,,,
A life worth living A source,Push,Push,Push,2,19,,,,,
__,Pm,想睇下有冇人一齊讀,,,,1,7,Econ1280一齊讀,,
__,Just depends on whether your lecturer is nice or not,Lecture係12:30，有時會12:38左右先入去，想問係咪會計partially absent🥲 定係十分鐘內入到去就ok？,,,,1,2,CAES遲到一問,,
PSYC1001 midterm 派左分,mc 80 ov 72.5…..,77 mc 72….,80,1,8,,,,,
__,見到letter of acceptance 有一行寫住 “participate in the Buddy Programme of the International Affairs Office……..”有無人知呢個buddy program係乜？係咪姐係遲d要做host family接待exchange students?,,,,,,,HKUWW accept offer 一問,1,1
CCCH9027 Source 急!!!!!,求source🙏🏻🙏🏻🙏🏻🙏🏻,,,,,,,,1,1
__,其實你咁樣只會令自己乞人憎,洗夠板未屌你老母臭閪,有緣人，你/妳好。路過見到好多人都面對緊一啲抉擇問題，作為路人想分享吓。揀科quit U/愛情煩惱/人際關係疑難等等唔知點抉擇好，又冇人可以傾訴或者幫手，其實不如試下了解自己內心。我會用各種牌陣幫大家處理，剖析問題。如果有興趣可以去我個page睇吓：https://instagram.com/mbmickey.tarot?utm_medium=copy_link歡迎dm我你嘅疑問祝順順利利🙏🏻,1,3,,,升學疑難｜學業抉擇  專用牌陣,,
有冇人今個sem￼讀緊Fina2382 !!!,Pm,Pm~,Pm,1,5,,,,,
求ACCT3106 & IIMT3636 source,pm,Pm,Pm,1,9,,,,,
KongU有冇第四愛女仔,覺得自己感情有弱點的朋友，可以試下玩呢個大眾占卜：https://www.instagram.com/p/Cb9R2mKJPEW/?utm_medium=copy_link想知下一任戀情可能係點嘅人，可以試下玩呢個大眾占卜：https://www.instagram.com/p/CaolVSdJRH9/?utm_medium=copy_link另外亦處理愛情占卜｜學業抉擇 ｜ 移民抉擇｜人際關係｜其他疑難雜症,支那 term 嚟，又一隻玩抖陰大嘅支那狗搞屎棍,可以理解為女攻男受,2,13,,,,,
__,覺得自己感情有弱點的朋友，可以試下玩呢個大眾占卜：https://www.instagram.com/p/Cb9R2mKJPEW/?utm_medium=copy_link想知下一任戀情可能係點嘅人，可以試下玩呢個大眾占卜：https://www.instagram.com/p/CaolVSdJRH9/?utm_medium=copy_link另外亦處理愛情占卜｜學業抉擇 ｜ 移民抉擇｜人際關係｜其他疑難雜症,其實愛真係一個好模糊 geh concept😣,係冇人知，但我知道而家我起碼比到佢🥲,2,18,,,感情困擾￼￼，求幫助😵‍💫￼,,
招聘派傳單員 時薪$70- $80,pm?,,,,,,,,1,1
有冇stat1603 test2 past paper,想收幾份test2嘅paper同埋答案 有冇人有～,,,,,,,,2,2
有冇Summer Research Fellowship嘅人,想識玩SRF嘅朋友仔大家交流吓research 嘅心得識下朋友都可😙,,,,,,,,2,1
