参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
🌞,🦂,幾時*,🦂,知唔知幾派hall津貼？,,,,,1,2,Hall津貼,,
點解SAO可以咁仆街,🗿,👍👍,🌚,原來on9係會遺傳㗎,🍍,我係全家都有打😅,6,60,,,,,
如果唔考ELPA written test 會有咩後果,🎅,係咪得yr1-2要考？,🙄,想知考得差會點,😶,真係唔會fail?,2,5,,,,,
全球及環境研究出路係點？,🌳,至少有本錢就唔駛驚揸兜先啦,🤒,屌打GCS大中華喎咁,😹,突然間覺得自己好L勁，讀緊神科🤭,1,13,,,,,
求hall c 3人換2人房,🐌,講漏左係女仔😮‍💨,🐌,得sem1😢,,,,,2,,,,
想問下 幾時有得reg下年度嘅hall🙇🏻‍♀️🙇🏻,🍀,好😤 thanks🤣🤣,🍀,😌😌😌,🌱,8月同fm一齊reg round 2 啦,1,6,,,,,
有冇人今日上唔到日文堂？,😫,試吓開zoom個app用會議id入,🍒,🤣🤣 我用safari入唔到，用咗google chrome 先開到,😼,個course有40人 不過得30人上左 唔知係咪其他人都有呢個問題,1,5,,,,,
[幼師2021 grad] 有冇人in左北角衛理堂幼稚園,🐡,🥲,🐡,First in之後完左,🐡,竟然,2,5,,,,,
🌝,🍋,唔該晒喎 SAO,🤐,我啲牛油豉油同花生油點算😰,🕴,人地叫住暑sem嘅fd幫手keep住啲野咁緊係唔搬走啦,1,5,,,唔該清曬自己pantry度嘅嘢再checkout,,
想問psycho asignment遲交扣幾分..,🕵,扣10/100,🕵,之前問過其中一科psy 係話5日就扣10% 唔知係咪科科都一樣,😂,我本身當拎20分/30分 咁姐係得返10分/30分😨😨😨,7,17,,,,,
有無人會申請加拿大救生艇？,🎉,依加係走難呀 有十幾萬就行得啦,🐫,想申呀 有錢過到去捱先得㗎,🎉,申請A定B拎pr?,2,3,,,,,
大中華地區研究呢科有咩存在價值？,🍿,比佢地握飯食,👺,存在價值：比d lecturer/professor多一科去教,🍿,"美好而光明的未來 – 關於就業和進修的理想統計數據該課程為學生在政府和公共服務，教育，新聞和商業領域的各種職業做好準備。學生也可以憑這學位課程修讀中國研究、傳播、教育（PGDE）、公共管理和社會工作等範疇的研究生課程。我們的就業統計數據一直很可觀，超過90％的學生在畢業後的三個月到六個月內就業或繼續進修。我們的畢業生既為中小學工作，也加入大中華地區的其他主要公司，如永旺香港（管理培訓生）、國泰航空公司、香港政府（擔任行政主任）、匯豐銀行及Leo Burnett。在國外學習的學生得到University of Bath, University College London及The University of Edinburgh等頂尖大學錄取或收到錄取通知。",1,10,,,,,
係唔係我唔搵番你，你就唔搵返我,🙌,呢啲男人不切陰莖不可,🙌,不如除佢褲剪斷佢條J佢,🍿,Pm做咩？,1,8,,,,,
🌞,🐗,出咗email通知啦,🐗,mix嘅話啲hall應該冇咁難reg,🌾,🤪,1,5,,,大家覺得9月開學online定f2f上？,,
下個sem online 定點？,🙀,出咗email通知啦,🐈,可能d老師真係覺得online好爽😌,🦄,好多教授成日都話鍾意f2f 其實會唔會佢地都係講緊大話😂,4,16,,,,,
ES Restricted Elective邊科好讀？,🍅,"Sarah graded paper a little bit strict, but overall grade ok",🍛,好呀，靚grade,🙌,TLS3008好唔好？,6,10,,,,,
學生會 得閒質下李副校 下學年點返學 要唔要打針仲好啦,😆,你自己唔去？,,,,,,,,,,2,1
社會科學既同學仔出路係點？,😹,Fresh grad,🐮,Fg係咩,🐑,Fg 50k,1,4,,,,,
EduHk 冇吉士，下學期咩教學模式都唔敢公布！,🦄,公佈左啦,🍳,舊年哩個時候好似宣佈左 定我記錯🤔,🤑,下學期開學仲有咁耐睇定啲先公佈都得啦有咩好急啫,1,3,,,,,
Hall b人平時有咩做,🍫,🔥🥵,💣,🙂8,🍫,11樓？,2,10,,,,,
有冇人有玩tinder,🍆,咩居心😂,🐹,"Here, 男女profile 都有試過",🐀,Tinder玩我here,1,4,,,,,
幼稚園助教搵工,😂,Send左好多份,😂,同問,🌯,應徵助教嘅cv同正教係咪都大同小異？助教洗唔洗寫教學理念？😢唔該大家,1,3,,,,,
Social sciences 易唔易上PGDE?,🦂,Pgde=/= bed programmePgde :1 yr(full time)/2 yr(part-time)Ps if i dont remember wrongly,🍡,我嘅意思係唔使重新讀五年咩,🐄,至少佢係話跟成績收落嚟😂可能個個department唔同,1,24,,,,,
有無人準備去英國/申請加拿大owp?,😗,加拿大岩岩又更新左,💃,here,😗,圍爐打氣🤙🏻👍🏻,2,3,,,,,
現代小學士summer intern有冇用,🙄,無乜 做過 比人點去山旮旯執note pack野P.s. 真•執note,🐔,系啊 thank you,🎂,你係咪想畢業做老師？如果係，積累多d教學經驗最重要,1,7,,,,,
JC一人房求收留,⛹,女 想夾jc嘅一人房 A或者J房都得可加錢同做房代表處理雜務🙏🏻靜，乾淨，唔會帶人入黎~求收留~,,,,,,,,,,1,1
教大圖書館尋寶,🐢,請問要咩paper？DSE嘅定係其他考試嘅？,🐮,Thanks!!,🐃,2樓轉右睇睇,1,8,,,,,
聯校圖書證可唔可以用嚟入其他u🤨,😯,咁而家好多U都因為疫情限制外校人入campus咪問下囉 lol,😘,唔通要「聯校」圖書證嚟做咩？完全智障問題,😘,可以,2,6,,,,,
Google drive/Onedrive,🐧,我畢業三年，點解仲用到,🐧,係鬼,🐽,Google drive都會cut?,2,5,,,,,
mindfulness,🌴,邊個教,😒,寫爆佢SET,🎄,條友扮open mind話講下你點解想接觸mindfulness，有同學講自己有情緒問題，佢就建議佢drop左佢，因為依科唔會令你情緒好左😂其實依科一日係依個更年期老女人教，會變做mindless instead of mindfulness，reg左想學mindfulness，turn out你會獲得十三次mind fucked experience,6,35,,,,,
邊個hall住得最開心？,🐕,唔撚會嘈9住人瞓教既個啲,🐕,識到個好ROOMMATE最開心,🌛,Hall b,1,5,,,,,
Non-ju 小常intv題目,🌚,你對未來常識科加入國家安全教育有何看法，試分享例子說明。,🍓,有冇人今日小常interview 大家嘅題目係咩？,,,,,1,2,,,
好後悔讀社科,🙍,仲衰過bba….,🌭,得一個有sec in 不過都冇機,🌭,同意！ 自己返緊某大公司pt報其他business 大公司 0回音,1,6,,,,,
好黑人憎 點解最近goop多咗咁多staff,🌶,真係做錯咁畀人督背脊就認啦,😔,想識,😔,啲staff好正,6,21,,,,,
Sum sem hall b 二人想換 hall A二人🙏,whynot,男定女,咪叫啦,Pish,🍘,推推,1,4,,,,,
教大鼓勵員工打針 岩啦員工打哂做個好榜樣先,🍁,政府宣傳打完針唔一定有抗體但政府自己都宣傳打針😅😹,🗿,其實係咪腦入水 正苦都宣傳話打完疫苗唔代表有抗體 遲下就算學生打曬 f2f大家谷埋起間冇窗嘅房入面 其中一個有病成間房都出事🙂,🙊,我覺得online學得好d，f2f有d同學唔想讀嘅就成日嘈住哂，同埋online我睇得清楚d又可以重睇，所以我真係唔想f2f返，最好佢規定冇打針嘅繼續online，咁我就可以留返係屋企online啦😊😊,2,7,,,,,
Ece hd year2 sem1 reg科，邊科易pass,😍,有好多skills,😍,drama 學點教小朋友玩喎,🍂,剪片嗰啲？,1,15,,,,,
Summer sem女hall b雙人轉hall a雙人🥺,😎,有意pm😭🙏🏻,,,,,,,,,,1,2
Gööp 緣份發電站💕,😡,我想要緣份,😡,Hi,月佬,Gööp緣份發電站又開動啦💕月佬收到唔少Gööper話喺第一輪傾得好開心🥰甚至開花結果啦🌹為咗拯救仍然要孤毒聖誕嘅Gööper😣月佬決定完Sem都要開OT！😘參加方法好簡單，只要填妥表格，月佬就會開始拉動紅線👼🏻根據你輸入嘅緣份種子，月佬會製造一個二人專屬嘅聊天小包廂❤️**11月28日後填咗表格報名嘅已經進入咗第二輪😬**第一輪未能配對成功嘅將會直接進入第二輪，並會優先配對😆報名截止時間：12月19日 22:00公佈配對結果日期：12月22日報名傳送門：http://bit.ly/OpRED_goop如有任何問題，歡迎聯絡客服專員😬**男女數目各設有限額，額滿即止**有機會與多於一位Gööper配對唷,21,9,,,,,
有冇人Sem1去歐洲exchange?,😋,sweden,🍻,finland,🍙,原來有得去！見唔到GAO個表有😲,3,4,,,,,
呀爸同事住確診者大廈，我適唔適合返校園？,🍑,本身想話你都幾奸 但Li Hao真係粉_😀 之前佢寫coupon有deadline 我去咗幾次都見唔到佢人形 到deadline個日我去 佢又唔係到 我就send email問佢 佢話佢要開會 其實如果有事做可以email通知聲😂,😃,咪就係講緊Li Hao呢條粉腸囉,,,,,4,11,,,
有冇人報咗上海個實習 遲啲要隔離㗎？,😵,呢個係2020😅,🍷,你地都幾好笑😂又唔關自己事又唔係你去實習exchange，人地想做咩咪做咩lol🙄,🍷,你又知另起？assume again？make assumption都唔多準確😂,2,10,,,,,
Biontech 8月過期 打唔打？,🍅,記得係證明青霉素過敏就唔洗打,🍅,我打科興，大陸親戚話科興內地幾搶手下,🐹,科興仲少副作用，你去打lo,3,13,,,,,
女仔夾JC房,🍩,唔係呀～大家都係静嘅，讀文科,🍲,Okok!!,,,,,1,15,,,
Summer 女 hallb 二人想調nhall 二人🙏,💃,hall b 想換 n hall 二人 too,🐊,hallb 想換 nhall二人🙏🏻😭,,,,,1,2,,,
暑sem online？,😃,係,,,,,,,,,,1,1
有冇n hall 暑sem 想調情侶房？,Tuuuu,Cant pm 有其他contact?,Tuuuu,已pm,1024,Pm,1,6,,,,,
校巴司機令到我好感動,🌞,記低佢個名寫信讚佢！,🌷,佢點feel到你sad sad地 🤔,🌻,人間有情❤️,3,4,,,,,
拒絕身邊保險狗！請即絕交,😡,［勿買儲蓄保2］如何有效發現搵你笨嘅保險狗之原來agent抽你30-50%佣https://lih.kg/2546472- 分享自 LIHKG 討論區,,,,,,,,,,1,1
下面濕咗點算呀？,🍥,過嚟除底褲坐我大臂🤤,🐈,抹,😞,好想屌閪,2,8,,,,,
Grad class major仲未出grade 有冇人係咁,🐰,港大先最遲,😳,Edu 做野真係....最早完sem 最遲出grade,🐘,有一科major過左幾個禮拜仲未release grade,1,3,,,,,
幼教搵工情況￼,😼,有冇人收到同凍肉舖撞名間幼稚園嘅offer？,🌾,日日OT唔係講笑,🌾,其實搵工唔難 不過講真真係諗清楚先好做,2,7,,,,,
Summer Nhall 男 3人 轉 2人,🦁,dm here,,,,,,,,,,1,1
non-ju語文研究,😯,Tran 到就係,🐩,☹️☹️原來咁嘅情況,🤔,語文科BEd表示上堂聽過tutor叫語研啲人想教書直接tran BEd 🙂,2,12,,,,,
有冇人試accepted hall offer然後再唔要？,吾好提,Non refundable,👩,有試過，但唔會退,👻,有冇得send email比SAO同佢講都係唔要hall offer?佢會唔會退返錢俾我？,1,3,,,,,
求Hall b 三人房女換樓層,PIGBEAR,唔知，當試下…,👺,可以咁調？,PIGBEAR,有冇人想要hall b一樓🙏🙏,1,4,,,,,
司機揸揸下車兜咗入工業邨係咩事？,😝,會唔會係試路炸,😝,笑死,🐤,做咩話人地司機揸兜利申：睇錯,1,20,,,,,
交換技能系列：想學乒乓，可教ps/法文,🌲,可以！勁想學法文！,🍒,好呀，pm,🍥,我都得,1,10,,,,,
🌚,😸,真，COU啲科全部都好難Reg,😊,唔難d tutor全部輔導背景個個都好人又好grade係難reg咁解😂😂,,,,,2,2,Guidance and counselling 難唔難讀？,,
一人一個SSA靚女,🌸,其實有無？,,,,,,,,,,2,1
會外會議學生代表,⛄️,😶😶😶Okok thxxx,🍒,開會，開會前要睇一疊文件,⛄️,淨係去開下會就 ok? 🙈唔知有冇人知？,1,7,,,,,
🌝,🐥,會 high左我36,😪,High左我10%，完全無事,😽,試過,5,30,,,用同一篇essay交兩次功課,,
學校太遠 唔太想返學校上堂￼🥲￼你覺得下sem會點上堂￼,💂,你講嘅呢啲方法如果係咁容易實行嘅 就唔會仲喺度讀書啦,💂,其實有冇諗過如果真係自願嘅話 就唔會喺度埋怨......,😙,你一定 係個人最近太負面得滯， 所以睇其他嘢唔順眼...,1,31,,,,,
請問如果Group Project 遲交會點扣分？,🐆,thanks，但份outline 冇寫😅,😨,係呀,🐆,係咪指course outline🤔,10,,,,,,
大埔運動中心紅日開唔開？,🦁,不,,,,,,,,,,1,1
Gek1027 multiculturalism 伏唔伏,🍲,讀過ok 功課都唔難做,Ahahah,Lm,🍭,Lm,2,3,,,,,
🍄,🤒,通常強調正能量嘅人都係有病嘅人😂😂😂😂,😯,26號小巴我遇到好多都係好嘅司機，你唔彩咋，試過有乘客請司機提佢近大埔墟落車，但司機唔記得左，佢仲覺得唔好意思，特登揸去大學站比佢落車，你睇野唔好咁負面啦，睇野正面d，做人都開心d😊😊,🍀,有啲司機真系好寸，仲要講聲吾該？,45,98,,,EDu文化 落車唔該司機 你點睇？,,
gek1005好唔好讀,🍗,push,🍗,lm,🐷,lm,1,3,,,,,
奉勸各位社科/非BEd科人早d quit u轉科 接受現實,🍛,我間公司 HR Director 讀英文 宜家每個月 100k 可唔可以分享下你係做邊行？,🐟,轉得快好世界,🐔,BEd一定做到老師咩 由其係中學嗰啲programme 讀成5年冇教席出黎on99係到fing仲撚慘,3,12,,,,,
MTH 3166 求轉,🌯,我都想轉由星期三轉星期四 😭🙏🏻,🐞,Push🥲,🐞,小數 MTH 3166 星期三想轉星期四🙇🏻‍♂️🙇🏻‍♂️,1,3,,,,,
GEK3019,😎,想問GEK3019靚唔靚Grade? 唔該曬🙏🏻,,,,,,,,,,2,1
psy 3018 難唔難讀,👧,輕鬆讀都b+,👧,Kammy都嚴？😱,🎂,kammy有dd嚴grade小爛我同gpmate嗰陣都c+😭😭,2,9,,,,,
有冇人想讀陶瓷,🍸,想要1156 放3182！,🐙,到底你係想讀art1156定art3182？,🍸,有冇人有art1156想換art3182🙏🏻,2,3,,,,,
F咗cle要唔要retake?,🐃,因為嗰堂cle係唔計cred,🐃,之前問過department係咪一定要retake 佢話建議我retake 無話一定要,⛑,thx🙇‍♀️,2,8,,,,,
☠,銘,係囉...，想轉科都唔得，仲勁多撞哂pre reg嘅科...,😄,+1,😹,但係我見REM仲有位。。。,2,7,,,想請問點解GEM/GEL咁多都closed session?,,
GEL 2007 workload同派grade點？,😻,想問下grade靚唔靚？見到要拍兩條片又要寫proposal 感覺好chur咁😣,😻,WL正常，整體少伏啦,😻,up,2,5,,,,,
GEI4005 大家點睇？,🀄,https://goop.ai/topic/MXQv/有無人放GEI-4005-薄酬?ref=goopapp Link for u,😨,隔離post 有講,,,,,1,2,,,
係米year3先開始讀minor會好啲？,🎅,唔該曬chings🙏,🐅,諗到讀咩就嗱嗱臨開始讀啦 高Year留多啲時間畀自己做其他嘢啦,👦,學校個垃圾reg科system唔會比你低year reg到d熱門minor嘅electives，比高yr搶鳩哂,1,6,,,,,
Gef1076伏唔伏,🦂,🙏🏻🙏🏻🙈,,,,,,,,,,1,1
gek2008點樣,🎉,靚grade 夠hea 不過就算開得算多位都好難搶到,,,,,,,,,,1,1
CHI 1705求轉🙏🏻🙏🏻,🍢,CHI 1705 粵音與板書想星期五轉星期三🙏🏻🙏🏻,,,,,,,,,,1,1
GEK2025點？,🙌,伏唔伏？,,,,,,,,,,1,1
有無人想轉GEI4005時間,🍇,或者有星期四想轉星期二😭pm pls,🍇,打錯！星期四quota想轉星期二嗰個！,🍇,有星期四quota想轉星期三！,1,3,,,,,
☠,🍊,Still need?,,,,,,,,,求放CSL 1007 In search of narrav,1,1
由year1到 year3 都冇男朋友 開始想轉les,😥,了解多啲自己先啦性向話轉就轉到咩,👦,其實你主動flirt下男仔，咪容易啲出pool lo,🤓,單身20年+1🤣連個鍾意嘅人都冇 懷疑緊自己係咪les,2,16,,,,,
有冇基督徒而家a?,🐤,Hugo,🍤,不過又唔洗咁灰嘅，如果真係想識christian朋友仔其實直接啲問又或者觀察下生活小細節都可以搵到嘅😊😊,charistls,我直情上website度睇 好似冇同edu合作😂不過都唔肯定🥺,2,8,,,,,
小數minor咩科好,🌵,他,🌵,其實都B to B+,🌵,試過一科C+,2,8,,,,,
online 考試， chegg 出cheat 岩晒,🍤,E個網啲答案錯嫁啵,😖,edu冇人討論過點用chegg,,,,,1,2,,,
GEK1016 positive psychology 好￼讀？,🐦,individual asm都係分享個人經歷，整體黎講唔會太學術性,🐦,一個sem大概做4次分享自己生活經歷,🐦,都好讀既,2,11,,,,,
Minor即係點，要點apply,😢,thanks!!,🍗,Minor唔洗apply，只要讀夠Minor啲科，yr 5 declare就ok,,,,,1,2,,,
Ls minor摺埋,🍅,改名？,🍢,😢,😈,Ls minor又成另一教大歷史,1,3,,,,,
BP eportfolio一問,🍖,佢寫到明琴日17:00交，改野drive會更新個時間，supervisors會睇到,⛑,吓，認真架？我而家都仲改緊喎,🐣,小弟份bp eportfolio 個drive link fail fail哋，內面啲file開唔到。但又話過咗deadline再改嘢會fail有冇過來人試過過咗deadline喺drive到加嘢改嘢🙏🏽,1,3,,,,,
想知點解maths人kick🤣 有冇例子,🐡,話自己識高層 又屈人 成個小數year2既人都同佢有過節咁,👰,佢做咗啲咩事,🌸,Year2個個？,3,21,,,,,
請問係邊度會睇到可以申請嘅Scholarship,🎅,Portal,🐷,@eduhk.scholarship,🙃,問返班主任就有,1,4,,,,,
🌬,🍾,開左都撞哂major時間，要人點minor，CLS😠😠,🐕,屌 啲科又唔撚開 點讀呀！,👾,你就想,2,10,,,嚟緊個sem想讀爆cred...,,
想幫個coupon煩膠搞眾壽,😉,Why?,😣,其實Li Hao都一樣係仆街仔啦,😣,眾「壽」？,1,4,,,,,
會唔會交哂round1 hall留位費先講sem1上課安排?,😫,6點都冇消息就照accept住先，就算係mix mode應該都唔夠宿位,🌛,😹😹😹因為 edu只係一大跟尾狗,🌛,毒 l而家社交恐懼發作，唔知點返學好:(,2,16,,,,,
510 Grad Class Grade Release有感,🙄,cgpa 3.4或以上實習CR或以上,🐤,Email咗prof問先唔得就7日定14日內去office入紙 類似係咁詳情打去office問😂,👧,我都想問!,4,25,,,,,
⛑,😮,好啊唔該曬！睇嚟都係accept咗first round個offer先🤣🙇🏻‍♀️,😓,唔識咪亂up😂second round係7月8月左右，11 12月果個係叫special roundsecond round宿位一定會少啲，因為要比fm reg，cut off難講，你預佢同first round差唔多或者高少少同埋second round reg到你心儀offer嘅機會應該更低,🤗,你係問緊clearing round？sao sd咗email話呢次唔會有clearing round 所以reject咗就無offersecond round係講緊差唔多十一二月reg sem 2 wor cut off就一定會有啲唔同 答唔到你高咗定低咗 睇下sem2如果f2f咁second round就一定好多人報hall,3,5,,,second round reg hall,,
