参数1_文本,参数3_文本
"煇哥仙逝，相關文章一大堆，揀咗樂評家黃志華嘅一篇舊文，睇睇煇哥點勁法

說顧嘉煇（1992）／黃志華

筆者按：這篇文字原發表於1992年五月號的《Top純音樂》雜誌，屬該期「七十年代香港樂壇特輯」的特約文章之一，發表時的筆名是李謨如。對筆者自己而言，文章首段裡所問的問題，而今是感觸更深。

為甚麼七十年代粵語流行曲成為本地樂壇霸主後，能夠奪得音樂大師美譽的，不是撰寫《射鵰英雄傳》、《神鵰俠侶》的黃霑（當年筆名劉杰），不是撰寫《逼上梁山》的于粦（當年筆名王振東），不是撰寫《江山美人》、《男人、女人》的關聖佑，不是撰寫《紫釵記》（正確歌名應是《紫釵恨》）的文采，而偏偏是撰寫《啼笑因緣》、《田園春夢》的顧嘉煇？

林穆 - 誰是大英雄
霑叔(劉杰)曲詞、吳大江編曲
https://www.youtube.com/watch?v=YGO59Jnk_qc

關正傑、韋秀嫻、麥韻 - 神鵰俠侶
霑叔(劉杰)曲詞、吳大江編曲
https://www.youtube.com/watch?v=luQOEE7c1wQ

春天合唱團 - 逼上梁山
于粦曲、盧國沾詞
https://www.youtube.com/watch?v=xcaLgoYdEGY

鄭少秋、關菊英 - 戲鳳
關聖佑曲、盧國沾詞
https://www.youtube.com/watch?v=LM3nm43icKQ

夏雨 - 男人、女人
關聖佑曲詞
https://www.youtube.com/watch?v=yIH44YNOhZs

鄭少秋、汪明荃 - 紫釵恨
文采(李願聞)曲詞、陸堯編曲
https://www.youtube.com/watch?v=1vSFF-pB60s

仙杜拉 - 啼笑因緣
煇哥曲、葉紹德詞
https://www.youtube.com/watch?v=czfpzfqgqYs

伍衛國、關菊英 - 田園春夢
煇哥曲、盧國沾詞
https://www.youtube.com/watch?v=A-bRHvgBq2U",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"英雄與時勢，我常覺得是互為因果的，當一個粵語的、電視的歌曲時代到來，需要的自是一個屬於大哥電視台的音樂人，當時已是無線大樂隊領班的顧嘉煇自然難逃時勢的巨輪，何況，他當時與娛樂唱片公司老闆劉東已非常熟稔（二人早在五十年代末期便有合作製作唱片，著名的《飛哥跌落坑渠》便是例子之一），而無線未有華星之前，對娛樂唱片公司是十分倚重的，因為經常要借用該公司的錄音室嘛！

鄧寄塵、李寶瑩、鄭君綿 - 飛哥跌落坑渠
原曲：Jule Styne曲 - Three Coins in the Fountain (Frank Sinatra原唱)
胡文森詞
https://www.youtube.com/watch?v=-MRUmWl_7_g

所以粵語電視歌時代剛開始的時候，無線、顧嘉煇、娛樂唱片公司總是扯在一起的！",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"也許是顧嘉煇過往的音樂歷程所影響，又也許是當時電視劇集內容所需要，顧氏在七十年代為無線劇集所寫的大批電視歌曲，除了注重旋律的優美易上口，也極注重把曲調寫成中國小調色彩的，當然，這些作品中也有不少是在濃濃的中國小調色彩中，滲進西洋的音樂元素，前者的例子如《啼笑因緣》、《書劍恩仇錄》的主題曲，後者的例子就更多，《陸小鳳》、《小李飛刀》、《一劍鎮神州》、《倚天屠龍記》等等，都是中西合璧的，不過，由於運用得好，都很能使人信服那是能代表古代俠客的心聲、背景。

鄭少秋 - 書劍恩仇錄
煇哥曲、高山曦詞
https://www.youtube.com/watch?v=37raa90OE4M

羅文 - 書劍恩仇錄
https://www.youtube.com/watch?v=15Gj12oxfHc

鄭少秋 = 陸小鳳
煇哥曲、盧國沾詞
https://www.youtube.com/watch?v=030Z1uq3s_Q

羅文 - 小李飛刀
煇哥曲、盧國沾詞
https://www.youtube.com/watch?v=JB0dEjAMqjo

鄭少秋 - 一劍鎮神州
煇哥曲、鄭國江(江羽)詞
https://www.youtube.com/watch?v=jo_EZfEG7FE

鄭少秋 - 倚天屠龍記
煇黃
https://www.youtube.com/watch?v=lp3zf3FemvM

反觀八十年代中、後期的一些非顧氏無線武俠劇主題曲作品，總是不倫不類，以現代化的音樂來象徵古代俠客的心聲、背景，聽來只覺神經錯亂。",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"在無線的時裝劇裡，顧嘉煇可以發揮得自由些，不時耍弄同名大小調轉調的技巧，《奮鬥》的主題曲就是好例子，但他始終如一的風格 ── 極注重優美的旋律 ── 仍可在這些時裝劇主題曲中找到，《家變》、《狂潮》、《大亨》、《抉擇》這些七十年代作品足以說明一切。真的，顧氏作品雖然有時太拘泥於傳統的AABA，太有起承轉合，但比起本地樂壇後顧嘉煇時代的許多本地作品，顧氏的作品還是精煉簡潔得叫人嘆服的。舉一個簡單的例子，顧嘉煇離開無線後，無線便再沒有一首像樣的台歌，只有《歡樂今宵》的主題音樂借人懷緬音樂大師的精悍曲調！

甄妮 - 奮鬥
煇黃
https://www.youtube.com/watch?v=mAVaeN0_KUc

羅文 - 家變
煇黃
https://www.youtube.com/watch?v=7oJlaVEreUU

關菊英 - 狂潮
煇黃
https://www.youtube.com/watch?v=BoauJB1qi4I

徐小鳳 - 大亨
煇黃
https://www.youtube.com/watch?v=dKQyE9knlo4

林子祥 - 抉擇
煇黃
https://www.youtube.com/watch?v=FwP9jNpQ2rg

歡樂今宵主題曲
原曲：Carl Sigman曲 - Enjoy Yourself (It's Later than You Think) (Guy Lombardo and His Royal Canadians原唱)
林燕妮詞、煇哥編曲
https://www.youtube.com/watch?v=YbDLNOJ9-y8

從另一角度看，你大可以說顧嘉煇是個音樂工匠更貼切些，不過，作為一個專業工作者，必須是需要些甚麼情緒（mood）就能拿出甚麼情緒的音樂來，在這方面，顧嘉煇是完全勝任的，勝過許多只會寫一種風格一種類型作品的所謂「樂隊 」。然而，音樂工匠有時「過份參考」好些現成作品，尤其到了八十年代，因為生產過多，開始因襲自己也因襲他人的作品模式的時候，我還是很反感的，覺得應該是「大師」歇歇的時候。",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"還是談回七十年代的顧嘉煇吧！

作為七十年代電視歌熱潮的創奇者，顧氏的第一首粵語電視歌你又記得是哪一首呢？

人們印象中都以為是《啼笑因緣》，假如你也這樣想便錯了。其實，顧嘉煇自己也多次在訪問中指出，他的第一首粵語電視劇主題曲（其實是國語的！而今絕對不會搞錯的了），是《星河》，由詹小屏主唱的。我小時候亦對此曲頗有印象，還曾用簡譜記下了旋律走勢（節奏卻欠奉）。倒不知顧嘉煇這首處女粵語電視歌，會否有重臨人間的一天。

詹小屏 - 星河
煇哥曲、瓊瑤詞
https://www.youtube.com/watch?v=qgrlUbuHH-A

談起顧嘉煇，真大名鼎鼎，但你又可知大名鼎鼎的他，也曾用起筆名來，為隔壁電視台偷偷寫劇集主題曲，而且主題曲一樣受矚目呢？

我至少知道有一首當年佳視的《金刀情俠》主題曲，就是顧嘉煇寫的，但發表時所用的名字卻是張志雲。這或許說明了，高手即是高手，其作品絕不會因為換了招牌而變得失色！

黃韻詩 - 金刀情俠
煇哥(張志雲)曲、盧國沾詞
https://www.youtube.com/watch?v=J0KcDi6vhT4",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"第一帖
一代粵劇大師唐滌生逝世六十周年紀念，兼略談五夜講場「時逢亂世唐滌生」
- 分享自 LIHKG 討論區
https://lih.kg/1574557

第二帖
香港粵劇粵曲/戲曲、早期歌影視娛樂文化新知舊雨交流討論區 (2) - 淺說南音
- 分享自 LIHKG 討論區
https://lih.kg/2368924

第三帖
香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (3) - 略談早期粵語流行曲
- 分享自 LIHKG 討論區
https://lih.kg/2584800

第四帖
香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (4) - 略談粵劇名旦1
- 分享自 LIHKG 討論區
https://lih.kg/2745567

第五帖
香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (5) - 略談粵劇界新血1
- 分享自 LIHKG 討論區
https://lih.kg/2827122

第六帖
香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (6) - 轉瞬即逝的佳藝電視
- 分享自 LIHKG 討論區
https://lih.kg/2975789",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
黃志華先生文章出處：http://blog.chinaunix.net/uid-20375883-id-1960154.html,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
第六帖推咗八個月先推爆，果然冇咗小林兄係會慢咗好多,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
https://youtu.be/4I0zvqq7Lac,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
石原兄今次咁快,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
我食野 上連登撞到,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
https://youtu.be/mNCdYmFt2xY,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
睇煇哥演唱會啦,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
而以港視最為嚴重大臺垃撚圾,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"香港唔可以無tvb
起碼大人物死左都有搞下回顧

Tvb有呢種資源同能力

係睇點運用

而家我間唔中放左工都有睇ali",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
Viu狗仲垃圾過大台,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"薑兄

年中文化中心播野玫瑰之戀修復版（4k).",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"主要係佢有曬以前咁多年嗰啲舊帶舊片

新嘢我真係冇睇了",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
cut 咗幾個人唱,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
本節目內主持及嘉賓的言論純屬個人意見，並不代表本臺立場,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
"強貼留名
新一年，啱啱改咗新名
再一次Rip煇哥",香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
歡迎，巴打舊名係咩,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
日文字！,香港粵劇粵曲/戲曲、早期歌影視娛樂文化討論區 (7) - 漫談顧嘉煇
日文字！,到底係連登廢定3台廢？
係房load 連登慢過我射,到底係連登廢定3台廢？
你呢個垃圾po 最廢？,到底係連登廢定3台廢？
邊3台？,到底係連登廢定3台廢？
時事台廢啲,到底係連登廢定3台廢？
csl,到底係連登廢定3台廢？
"琴日打拳死完之後就keep住 load勁撚慢/load唔到
連登垃圾",到底係連登廢定3台廢？
長官有咩高見,到底係連登廢定3台廢？
"真
回覆人右上箭咀變灰色後又load 唔到
再回覆又覆左兩次",到底係連登廢定3台廢？
我人在日本冇事喎,到底係連登廢定3台廢？
"人在日本？
認真？",到底係連登廢定3台廢？
我全家都移左,到底係連登廢定3台廢？
證明自己夠膽講啲會比XX拉既言論,到底係連登廢定3台廢？
日本都有XX,到底係連登廢定3台廢？
你真係移左民？ 圖？,到底係連登廢定3台廢？
,到底係連登廢定3台廢？
好波,到底係連登廢定3台廢？
屌 原來你唔係藍友,到底係連登廢定3台廢？
手足我係美國,到底係連登廢定3台廢？
李X鯨都去日本啦,到底係連登廢定3台廢？
你自爆左,到底係連登廢定3台廢？
你自爆左,所謂嘅羅馬軍團點會夠咋們秦漢文明打
"古羅馬連兵書都冇 咁樣叫好打？
你古羅馬有冇孫子兵法啊？有冇六韜啊？
咩話乜撚都冇？ 咁你點打？
跌將軍完全冇軍事知識 唔識應變 恰啲蠻族就得啦 恰我哋華夏文明？食屎啦你。 匈奴都打唔過
但係我哋中國就搞得掂啦",所謂嘅羅馬軍團點會夠咋們秦漢文明打
"古羅馬連兵書都冇 咁樣叫好打？
你古羅馬有冇孫子兵法啊？有冇六韜啊？
咩話乜撚都冇？ 咁你點打？
跌將軍完全冇軍事知識 唔識應變 恰啲蠻族就得啦 恰我哋華夏文明？食屎啦你。 匈奴都打唔過
但係我哋中國就搞得掂啦",（有圖）點解電梯打尖大家會覺得冇問題咁？
"平時因為排隊打尖而鬧交甚至打交就見得多，但係點解搭電梯嘅時候成班係側邊插隊就好似好理所當然咁？



上圖為例，我同綠色人仔係同一班車出車廂，我跟住條隊排係後面。

而等緊途中通常對面線已經有另一班人落車（藍色人仔），而佢地係會直接喺側邊攝入條電梯，有趣嘅係，呢啲時候好少會有人屌話依埋人插隊，點解會有咁嘅雙重標準，定還是大家都覺得咁樣係有問題",（有圖）點解電梯打尖大家會覺得冇問題咁？
你同佢地講呀嘛 同我地講做乜,（有圖）點解電梯打尖大家會覺得冇問題咁？
"有問題， 我唔會比佢打

跟到前面貼一貼",（有圖）點解電梯打尖大家會覺得冇問題咁？
我就一定唔撚讓，痴到前面貼一貼,（有圖）點解電梯打尖大家會覺得冇問題咁？
企就靠右邊啦,（有圖）點解電梯打尖大家會覺得冇問題咁？
如果你知我係邊個 一定唔夠膽打我尖,（有圖）點解電梯打尖大家會覺得冇問題咁？
你大大聲屌柒佢哋啦,（有圖）點解電梯打尖大家會覺得冇問題咁？
我一定會督油唔俾佢打尖,（有圖）點解電梯打尖大家會覺得冇問題咁？
"認真 兩邊都應該企
單邊企消化人龍好撚慢
要趕時間行嘅 就行樓梯",（有圖）點解電梯打尖大家會覺得冇問題咁？
