参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
8月5號hostel late check out罰$？,🐍,佢話要寫email解釋..,🍝,睇吓佢捉唔捉你啦 osa 心情唔靚就等交錢🫡,🐍,佢講到又話要supporting document先唔罰$,1,8,,,,,
Hall D圍爐區,🍛,我Daddy買嘅🥰,,,,,,,,,,1,13
😏,藍晶靈,明顯唔得,🍤,唔順路,,,,,39,233,「求助po」窮遊歐洲,,
有冇同學放AirPods ~,🌬,Dm,🎍,有 dm傾？,,,,,1,2,,,
Hall A 2女想調G/H 有￼￼￼酬 可議￼🙏🏻,🐖,Pushhhh,,,,,,,,,,1,1
［荷蘭exchange入］放ov-chipcard,👻,Pm,🍭,我免費放，你俾$2郵費,🌜,放荷蘭八達通：ov-chipcard，$60，可議價，有興趣pm,1,3,,,,,
有冇9月會讀chi master嘅朋友,🍔,業都畢埋😂😂,,,,,,,,,,1,1
Hall F 1男想調G/H/WHC/JY,🐡,Push,🐡,Push,🐡,Pmed,1,6,,,,,
搵哲學系朋友,🍕,Year 2 +1,🌾,༼ つ ͡° ͜ʖ ͡° ༽つ,😜,phiall18,3,11,,,,,
Reg完科先俾registry話未approve plan?,😽,仲要寫明action required🖕🏻,👷,是,🐣,如果佢一開頭係： “if “ you didn’t….. 咁樣就唔會嚇死咁多人囉 少少野都做到咁,4,23,,,,,
有冇人放雪櫃？,🐸,我是樓豬,,,,,,,,,,1,1
嚟做個GPA同派hall關係統計,😂,冇乜關係lol,🌴,有鬼,😊,乜原來有關係😂😂,1,3,,,,,
Tra邊件好啲,😠,咪玩啦 唔同level,😛,無得比，差太遠,,,,,1,2,,,
HF一男調HD,🙋,pm,🍂,Pm,💣,閪人咪住閪hall囉,1,7,,,,,
Lue3002 書有冇pdf🙏🏻,💩,can pm me？🙏🏻,🍶,想問下幾錢,🦁,平放,1,8,,,,,
Wjy 女三人房想轉二人房 1000酬 可再傾！,,,,,,,,,,,,,
Taiwan Politics and Society好唔好,🍩,知唔知係邊個? 見schedule仲係TBA,🍩,轉左prof,🍩,想知d咩,1,5,,,,,
hall F五樓兩女想轉wjy/whc/HG/HH,,,,,,,,,,,,,
HE一男轉新宿兩人間，報酬兩千內可議,💣,Push,💣,Push,💣,Push,1,6,,,,,
想問一問關於Degree work既問題🙏,💩,唔該你🙏,😰,只要1個sem 唔好少過12 cred/多過18cred就ok,😰,Yes 除非你打算/已經讀暑sem or 想double minor，一般每個sem reg 5 科就ok,3,8,,,,,
Jy 三人房想調 hall e,燃,Jy 求調hall e,,,,,,,,,,1,1
做summer intern駛唔駛派散水餅？,👵,珍,🐐,一開頭派系多謝人哋教你,🌹,唔該唔好做爛市🙏,2,6,,,,,
sem 1 CCC8013 134換113,🙉,借樓，求132幫我換走113🙏🙏🙏唔想要禮拜五11點半（113），想轉星期四11點半（132）,,,,,,,,,,2,6
🀄,🐤,想講下野 都會因為唔想講普通話 而寧願唔講,🐤,淨係語言不通都搞唔掂喇,,,,,1,14,想問下同nds做rm有咩唔好,,
HF 2男想調新宿！,😓,Push,,,,,,,,,,1,1
有冇人係呵上唔撚到網,🍎,今日翻咗屋企食飯，不過琴日朝早唔知點解上唔到網，搞咗好耐都無網絡,😋,垃圾,,,,,1,18,,,
康復碼十月先到期係咪可以繼續住Hall,🍒,Email好似有講康復證明可以,🐔,唔知開sem學校會唔會又要人打第三針先住到Hall 但我個recovery record十月先到期🤨,,,,,1,2,,,
Thank you letter to donor,😌,唔係3月交哂？,🍵,幾句,🍣,想問吓ching寫咗幾多？🙏🏻,1,5,,,,,
JY三人房想調二人房  女薄酬$300,🐆,Push,🐆,唔夠嘅話可以再傾,🐆,JY三人房想調二人房  女薄酬$300,1,3,,,,,
2023 sem2 關西外大exchange,🙎,建議睇返oge website 每間學校都有唔同要求 ielts既要求都唔同,🙃,想問下大家去日本exchange 有冇話要咩要求 定係純粹高啲gpa容易啲揀到想去嘅國家 thx!,😫,讀過Fashion in Japan，prof好人，深入淺出而且啲嘢唔難讀得幾開心。workload方面嗰陣virtual每堂睇完video之後要喺course website答少少問題，mid-term paper同final paper 都係2000-2500字，各有兩題問題可以揀,3,26,,,,,
HallC 511尋rm!!,🐩,Hc 405～,🙋,Push,🎍,Pushhhhh,1,5,,,,,
請問￼有冇人知點樣睇JY自己派嘅係兩人房定三人房￼,🌚,睇隔離po,🐧,劏房,🍈,想問whc 08房係細定大嘅三人房,1,14,,,,,
Hall E 兩女想調 Hall G/H,🐜,G/H only,😐,Hall c ok?,,,,,1,5,,,
有冇人打lol,😍,Pm,🙍,pm,🐖,娛樂/ar玩不玩,1,4,,,,,
WHC 1208 尋Roommate,🐚,PUSH,🐚,Hi,,,,,2,2,,,
JY三人房想調二人房  女薄酬,😈,JY三人房想調二人房  女薄酬,,,,,,,,,,1,1
有無HF 513嘅美女,🤐,～～,🍟,有了,🍟,好似冇得PM🤔,1,9,,,,,
今日無宵？？,🍮,有,,,,,,,,,,1,1
"有冇人放Tra 2101的section 4,我有sec3",🎍,放807，求808,🎍,求,,,,,1,3,,,
Whc1男 調 Hall G,,,,,,,,,,,,,
Hall D 2女想調Hall E🙏🏻,👩,Hall D 2女想調Hall E/F,🌻,HD 2女想調 JY/HC/E/F,Cns,Hall D 2女想調Hall E🙏🏻,1,3,,,,,
🤗,🍣,賣,😋,Hi dm thanks,🍣,我有pdf 版 dm我買比你地，唔貴,2,23,,,LUE 3003 vs LUE 3004,,
呵F好唔好住？,🐜,都唔明點解咁鍾意住,🐜,真 二樓播歌播到我間房震到傻,🐄,hall f 啲人勁中意夜晚大大聲播歌 唔比人瞓 要住一定係新宿最好住,2,16,,,,,
HF一男想調HD！,🍤,push,🍤,push,🙃,應該話F有咩好？,1,6,,,,,
FIN 2250 好唔好讀？ 利申BBA 非fin,👲,Fin FG 本身冇諗住take econometrics 就group mate timetable 先入，wilson 教得幾好，exam questions 年年差唔多,Xzxz,Financial econometrics,👲,OM 勁簡單,2,9,,,,,
Hall C一女調hall f 有酬勞🙏🏻,🐎,Pushhhh,🐎,Push,🐏,Pushhhhhh,2,6,,,,,
呵F想調情侶房🙏🏻🙏🏻,😗,Push!!,😗,Push!!,😗,Pmpm!!!!,1,8,,,,,
WJY708尋RM,🤐,火圈,🤐,Pm,lotus,Pm,2,5,,,,,
依家仲有冇得tran科？,😼,咁你之後想exchange/minor都好難,😼,因為你轉完之後 本身嘅major course會轉左去做free elective,😼,唔洗 最好唔好讀本身嘅major course （如果你係一心想轉科）,1,7,,,,,
Ivan畀分點,😑,Ivan 幾好嘅,😐,"佢好過張宇傑，成個 department 只有佢，Wayne, 同白立平比較好Libo ok嘅",,,,,1,2,,,
求換sem1 8014 TUT🙇🏻‍♀️🙇🏻‍♀️,🍂,Crn 145求換 142/152/155 thanks🙇🏻‍♀️🙇🏻‍♀️,,,,,,,,,,1,
Final Year 考Password好定ielts？,🙆,Computer delivered IELTS,🍞,miss咗第一次ielts想死如果要報 邊個好？,,,,,1,2,,,
danso今年支莊D女睇落點？,😦,自己上ig睇啦,🐨,上年有個大波肥閪,🎃,年年都無,1,5,,,,,
ENG3009 crn416换417,🐣,push,,,,,,,,,,1,1
ACT 2200同ACT 2201要唔要跟次序黎讀?,lamee,can't,🙏,Google Prerequisite,🌴,咁可唔可以係同一個sem裏面一齊讀？,1,7,,,,,
🌞,Cytwow,有冇人啊🙏🏻🙏🏻😐,,,,,,,,,求LUE 3003（602）￼換（575）🙏🏻,1,1
ADA course 一問,🍕,可以入紙！！,🍦,無pre reg,🍦,同朋友都係外系人,1,15,,,,,
2nd term CCC8013求放112,🍠,129啱唔啱🥲我想要你個時間 唔啱都唔緊要 我問問,👸,Push,👸,Push,1,5,,,,,
LCC2010 497 想調 505,👱,🙏🏻🙏🏻,,,,,,,,,,1,1
想搵HD214RM,👻,同Hall be frd？haha,🍓,push,,,,,2,2,,,
一女HE調HF,🤕,Pm,🐑,我send左,😊,你隔離應該有個信封仔要撳🫠,1,9,,,,,
BUS2204-4 會唔會有人放,🐁,2204係新開嘅？,🐁,你一係入紙 一係下年先讀,levi,推,1,9,,,,,
TRA 3222 Business Tran,🐂,想問如果Lecture 走堂會唔會好大影響,,,,,,,,,,1,1
☺️,🙋,真心你比得起幾多😑幾多錢都買唔起人地既方便,🎈,push,,,,,1,5,hall d 女想調hall f/wjy/whc 價錢可議,,
Hall F 415尋rm👐,🌰,Hall c想换北宿,🐀,Hallc,🐺,sry想要halle,1,9,,,,,
Hall E 1男想調 新宿2人房,🍄,Push,🍄,有意請pm,🍄,🙏🙏,1,3,,,,,
Bus2211 CRN74 有冇人會drop,🍢,想reg 但冇位，有冇人會drop,,,,,,,,,,2,1
🌷,🍏,用CRN71調🥹,,,,,,,,,BUS4301有無師兄姐讓CRN67俾小妹😭😭🙏🏻,1,1
調HALL !! Hall A兩女 想調HALL E / F,🍀,Push!!!!,🌱,Dm,🎃,有興趣,1,6,,,,,
Hall c 2女 想轉HE/HF,😺,Hall C兩女都係想調 Hall E🙏🏻pm pls,😤,搭單 hallc兩女調新宿/北宿 有酬,🍞,🙇🏻‍♀️🙇🏻‍♀️,1,5,,,,,
Hall F女想調 Hall E,🐩,Push,🐩,Push,🐩,Push,1,9,,,,,
Hall D 2女想調新宿/北宿,🌛,可議 pm?,💂,幾錢,🐊,Hall D 2女調Hall E F OR WJY WHC都可Pm Or Tg O44434聯絡！,1,5,,,,,
HF 兩女想調G/h/新宿兩人間/F嘅short wing,🐪,唔好意思，比較想淨係兩個人住🙏,uuuuuuuyg,whc三人房可以嗎？,,,,,1,2,,,
HC女 調 HF 有酬,🍎,Pm me thx🙏🏻,,,,,,,,,,1,1
Hall E男想調 Hall D,🌼,Push,,,,,,,,,,1,1
Hall A 兩女想調hall G/H 🙏🏻,🍊,Push push push,🍊,有意請pm,,,,,1,4,,,
👹,😦,pm🤩,,,,,,,,,有冇新宿人想調去HallE‼️‼️,1,1
HC 2女 調 HF 有薄酬🙏🏻,🌺,Push,🐥,Push push,🐤,搭單 hallc兩女調新宿/北宿 有酬,1,10,,,,,
HB 1女想調HF 有酬 價錢可再議￼ 有意comment,🌳,PUSH,,,,,,,,,,1,1
🙏,🙆,撞左🙏🏻,無腦人士,268得唔得,🙆,求換🥲🙏🏻🙏🏻,1,3,,,Clb 9014 tutorial   266換 267,,
尋人 WJY708A,🍤,有調房嘅嘢想傾下🙏🙏🙏🙏🙏,,,,,,,,,,4,1
Hc 1女想調hf !!!有酬,🍢,Pmpm,,,,,,,,,,1,1
一個sem一次過讀3科ACT major科會唔會chur?,🙂,如題,,,,,,,,,,1,1
SOC3203 有冇人放￼CRN788🙏🏻,🌶,Push,🌶,CRN790: FRI 2:30-3:30,🌶,如果有人放，可以轉CRN790,1,3,,,,,
Sem 2 TRA 3227 875想轉876,🦂,幫幫手🙏🏻,,,,,,,,,,1,1
讀33 credit 學費點計？,🐙,我可唔可以話year4 唔要其中一個cre（因為個科係計pass/fail）,🐙,係唔係即係我爆左做121，都係要額外俾錢,😪,"得yr 1 係30cre, yr 2 above都係33cre",1,6,,,,,
TRA3203,🤕,外系人想Minor TRA想求各位3203評價,,,,,,,,,,1,1
CHI3204 收202放200,🎍,有無人放CHI3204嘅202 想用200換😭🙏🏻,,,,,,,,,,1,1
Soc3336 & Soc3337 chur唔chur?,🐍,見 soc 3337 係seminar 洗唔洗係咁present?,,,,,,,,,,1,1
Tra4307會唔會好難？,🍋,覺得還好，冇專心上堂但最後有A-,🐺,諗緊drop唔drop,🐺,push,1,3,,,,,
Lue 4003,😒,有冇人肯放607😭我用609同你調😭,,,,,,,,,,1,1
其實Minor究竟有冇用￼,👰,讀吓Language囉,😓,真係冇對特別啲咩Minor有興趣定係都係搵返嗰啲cluster讀就算🤨,,,,,1,2,,,
LUE4002,🐉,pm plz,🦀,有冇人肯放603🥲我攞602同你換🥲,,,,,1,2,,,
☺️,🐪,Thx,😒,仲有無link可以填？之前唔記得填,🍐,Update 晒,2,7,,,Reg科聖經有冇更新吖,,
真心，大家評理 isaac真係好好！唔好俾條垃圾學生恰,😡,路見不平，拔刀相助公道自在人心真心假不了，假的真不了,😪,Goop真係唔好太認真，上網都係，而家已經係2022，太多fake news 打手,👸,Poll已反映大家都認同isaac，垃圾同學唔該你收皮咪撚日日唱 Isaac,1,6,,,,,
請問Hui ting Yan 教嘅Tra 2107如何？,🍶,Poll已反映大家都認同isaac，垃圾同學唔該你收皮咪撚日日唱 Isaac,😭,每年叫春咁撚嘢話professor條友見多人撐Isaac就龜縮正垃圾,🍶,好易起底,2,22,,,,,
Reg科一問,⛄️,thanks,🌾,Degree work/ 搵自己reg 科既detail （portal 入面搵）,⛄️,想知可以係邊度睇pre reg咗嘅科，thx,1,11,,,,,
reg多過33 credit問題,🐀,"你放假唔等於prof都放㗎喎, 佢哋要返工㗎, 而家就email啦仲等開sem",🐝,thanks睇怕都要開sem再搞😔professor應該未洗返工,🐸,揾advisor + department head攞approval,1,8,,,,,
避雷tra3002,🌮,推薦林青揚,😮,workload唔算大，每堂都要做下exercice，做完冇feedback，上堂睇小學級別嘅英文片睇三個鐘，佢講嘢英文普通話夾雜，問分數永遠都話未改完，grade又唔算靚。成件事似小學被老母揼去上嘅嗰啲英文班,😮,英文都係冇教過，除非你覺得conditional sentence都算🥲,1,7,,,,,
Tra3221 轉tutsection 薄￼酬,😂,有冇人可以幫幫手轉tut section😭😭😭😭想要CRN857🙏🏻🙏🏻🙏🏻🙏🏻,,,,,,,,,,1,1
想問清楚CLC9008係唔係真係S-L?,🎅,如果clc 9008唔係service learning course有冇其他course推介?,,,,,,,,,,1,1
［求救］planner啲科消失晒,🐒,？？？ 冇聽過,🐒,Reg科加油,🦀,求救+1 淨send咗email 冇double check 到Advisor有冇lock study plan 啱先發現未lock 冇pre reg 科 除咗send多次email 俾advisor 仲可以做啲咩,1,37,,,,,
Exchange前學校會同你講啲咩資料？,🐜,Thank you!,🐜,Pm thanks🙏🏻,🐵,會 我當初就係識到其他香港人再一齊去旅行,2,12,,,,,
CLA9009 Bilingual studies,🙎,CLA9009 Bilingual studies in humour 有冇人讀過？係讀咩同workload 大唔大？🙏🏻,,,,,,,,,,1,1
幾時出hall result?,🐦,same ask,,,,,,,,,,2,1
Sem 1去exchange 洗唔洗reg sem1嘅科,💂,最好reg埋 雖然之後會幫你drop,,,,,,,,,,1,1
👳,🐭,想online😢😢😢,🐠,唔會有🙂,🌹,第六波幾時有😭 唔想f2f,1,14,,,返緊full time 有冇人返全職仲grad到,,
Exchange 同minor 一問,🍮,最少12credits 我Sem 2就係reg咗12credits,😓,我本身已經讀咗一科minor 去埋exchange嘅話 得返9個credits,😓,咁如果係嘅話係咪要入咗紙先 先去exchange,1,8,,,,,
Reg 科,🍬,Yes,😾,Check your registration status?,😾,Where does it show?,1,17,,,,,
派左bss major 未？,🙃,Ys按Webdrop唔要嘅科 再Add返自己要嘅科的Crn,🍿,你講緊reg 科嗰日?,,,,,1,20,,,
non GLA student 可唔可以去多exchange,😸,有冇人試過去多過一次exchange ?,,,,,,,,,,1,1
想問幾時會知道first hon嗰啲？,😨,想問下你major gpa高唔高？,😅,thx ching,🍍,Thx! 努力拉上去…,3,38,,,,,
2022畢業袍團購(TYG) 欠8人 有意請入tg gp,🐬,名額已滿 感謝🙏🏻,😃,-2,😃,Push -3🥹🥹🥹🥹,1,13,,,,,
唔住hall 畢到業嗎？,😿,畢到，冇住過既fg 路過,🍭,"唔一定, 你可以透過參加一D有residential 分既ilp活動去fulfil個要求但呢D活動唔係經常有, 所以你要定斯留意你自己學校email account個D promotion",😌,ilp係未有5分一定要住hall先join到？,1,3,,,,,
請問係咪買畢業袍就得唔洗買帽,🌸,Think too much,🍐,到時入唔到campus la 又要嘟😐,😴,要買，行畢業禮要戴架,1,3,,,,,
Sem2 exchange一問,hAhA,想問問見到其他post話台灣sem 1 exchange取消咗 有冇人知sem 2咩情況🙇🏻‍♀️🙇🏻‍♀️many thanks,🍳,你有你道理，咁都係睇定reg定先,🤖,"梗係唔駛都照reg啦, 萬一最後去唔到點算",1,13,,,,,
Exchange scholarship,🌹,正常,🐠,順便問下sem2去而家都冇收過間學校任何email係咪正常?,🍮,Sem 2好似11月有通知,1,5,,,,,
Take唔到想要嘅major 點算,👳,可摸以自己gum 信封同火圈。。,🍕,dm pls 🙏🏻🙏🏻,👳,火圈,1,17,,,,,
Minor&exchange一問,⛹,好似新科嚟 應該無人minor過,😜,有冇人minor 過business psy,😆,但已經讀咗一科暑sem，應該唔夠cred讀minor加exchange？🫠,2,10,,,,,
Service learning,🦄,係,🐀,有冇人知係咪year3入來都要讀一科有service learning 嘅？唔讀會grad唔到？🙏🏻🙏🏻,,,,,1,2,,,
有冇人hostel late application,🍓,應該喺waiting list，email話9月中先通知，我估到時都冇得揀preference,😹,想知幾時可以揀preference hostel?定係冇得揀？thanks!🙏🏻,,,,,1,2,,,
Linder Birgit 離開,🍦,梗係睇到更新嘅timetable,🍦,走好多人😅,🍝,唉 又走一個有料 translate prof,1,3,,,,,
Hall waiting list,Gogoooooooo,唔通真係full哂🥲🥲🥲,🍋,preferenc南宿都waiting點搞,🎅,confirm咗offer嘅係咪七月尾派,1,40,,,,,
中文系蔡宗齊宇宙第一伏,🐘,汪汪其實都唔係唔好，喺讀書上你有困難搵佢佢都願意幫你，只係佢教學方法比較老派，好強調大量讀書，對大部分現代學生黎講唔討喜,🍻,成班廢就賴prof,🙏,小心俾汪汪kill🙏🏻中文系就點都避唔到2115 惟有醒醒定定🙏🏻,1,24,,,,,
請問大概幾時會有暑sem 第一個section嘅grade?,🐼,感謝🙏,🍑,https://www.ln.edu.hk/reg/undergraduate-programmes/important-dates,,,,,1,2,,,
Double counting 一問,🍍,Same Que！,🍍,Ys他經常Xdd,🐴,有經驗既師兄師姐可唔可以講講🙏,1,9,,,,,
想借bba畢業袍🙆🏻‍♀️ 有酬,😖,Thx so much🙏🏻🙏🏻,🍙,學校十月應該會問有冇人租，再唔係可以直接向take your gown租，不過都要等到十月,😖,想問下係邊租,1,5,,,,,
依家campus係咪allow外人入黎,🐬,Yes,,,,,,,,,,1,1
Reg科疑問,⛹,基本都會比你approval,🌻,佢肯簽就得 我暫時未試過唔得,,,,,1,6,,,
SocSci  year1 揀咩major 好,🌹,Econ搵工易,🍰,識讀哽係psycho,🍐,師兄咩事咁睇唔開,1,20,,,,,
Year 2 有冇得揀CCC Section？,廿二,thank you very muchhh！,😏,Ys,,,,,2,2,,,
台灣exchange一問,😃,😢😢😢,🍥,"首先就當自己會去唔到, 認真reg咗科先, 唔好因為plan咗去exchange就鳩reg/pre-reg唔夠cred就由佢。Sem2去好似reg到嘅course會12月尾先會同你drop",😃,damnnnn 我sem2去 如果去唔到學校會唔會有補救措施🥲,1,24,,,,,
Summer hall搵飯腳,😜,pm?,😼,"冇fd一齊住summer hall, 有時想出下去食嘢～",,,,,1,2,,,
FONG Jonathan靚 grade?,👱,係,🍪,想知佢group project 係咪好煩,🐧,好人workload少,1,24,,,,,
畢業袍官方團購係咪均碼,🌞,我見有人話有分size係要自己買先有？,,,,,,,,,,1,1
求7/7 4點ILP form link,😤,頭先手快熄咗嗰Zoom 有無好心人有Link些牙下🫡,,,,,,,,,,1,1
洗牙係咪長期冇位,🌷,12點幾收到電話,🍎,大概幾點打？🙏🏻,,,,,4,51,,,
（fg入）呢四年學到咩,🤗,溝女/Jer 🤤,🍊,麻雀,🌹,學到厚面皮過啲垃圾pro,1,8,,,,,
有冇人做過SOC3212 service learning,😲,如題，想知依科SL project 大約內容同辛苦程度,,,,,,,,,,1,1
皇天擊殺！！爹哋買！！,,,,,,,,,,,,,
有冇人都係Hostel waiting list?,🐀,住*,🐀,應該最後都有位住嘅，不過可能係南宿，到時收到南宿位都唔會知啦,🐀,報咗HallGH，whcwjy，入咗waiting無計,2,21,,,,,
其實有冇買過gown revolution 係覺得ok架..,🐞,不過佢俾錯碼我 大家攞完最好試下先好走,🐞,上到去個店員態度ok喎,🐐,係話間嘢態度差 我全部fd都係喺呢間買（佢地有啲係city有啲係hku）冇一件係貨不對版,3,22,,,,,
畢業袍有冇得跟學校買？,🌰,Pmpm,🐍,中文,,,,,4,38,,,
LUE Hee Kyung Hong vs Michael,😡,利申B+,😡,少Chur，好鍾意叫你答問題（係確保每個學生每堂最少答過一次嗰種）鬆緊手我覺得一般，但份人都幾nice嘅如果你唔介意每堂都有少少homework（半個鐘內做完）要交，又對自己英文有翻咁上下信心嘅話我覺得都揀得過,😚,btw 我想知 Hong Hee Kyung,1,12,,,,,
Medical Scheme 牙醫好唔好？,🐆,thx,🙄,我試過打去旺角嗰間book嗰陣話牙痛（智慧齒生緊出來谷住嗰種），個reception有問使唔使即日睇，但係嗰陣我計返時間出到去佢地都收咗，就book返嗰個禮拜我dayoff嗰日去到照咗x光，牙醫話冇錯係生緊智慧齒所以痛，幫我噴啲消炎藥水，然後照到另外有兩隻蛀牙補埋，牙醫幾nice手勢幾好。但係由於我隻智慧齒未生出來答唔到相關嘅體驗,peaheyyoce,八百幾（加埋嗰張我要去嘅x光）,3,13,,,,,
冇sosoc 底讀soc 2101辛苦嗎？,🍛,Thank you,👿,好簡單易明 common sense 黎,👿,輕鬆,1,3,,,,,
唐文真係離開LU,🌶,X邊個？,💩,唐文乞食就有，唐文應該移民但佢咁垃圾一定乞食，離開大灣區前先衡量自己能力至於X女仕非常垃圾，大陸九流本科畢業再去外國洗底，會承繼唐文衣缽好唔捨得Wayne 😭佢教嘅嘢好實用，人又 nice又會覆 email又有料,,,,,1,9,,,
好唔開心wayne要離開了😢,😈,Wayne can you stay with us until I graduate,🐢,"反正我graduate咗, good luck to you 🤓",,,,,1,7,,,
有冇人情願自己買一套畢業袍,🤗,拿埋添,,,,,,,,,,1,1
