参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
Gen s234f,🐮,有冇人聽晚返去上tutorial😛,😴,呢科有無present請問,👿,英文讀，基本bio消化系統+營養 + DD超基本中醫+DD基本美容Gp 9-10人一組 寫menu之前Exam係40題mc，依加online唔知,8,9,,,,,
有冇人㩒完real time class之後入唔到,🐕,問左同學拎link,🐕,+1,😳,Ou無嘢快 唯獨收錢快,4,16,,,,,
有冇人知gen s234f focus 係咩,JustinBiber,請問呢科有無present,🐁,同問,😼,Ocas幾時出🤨,14,23,,,,,
有冇人開始做緊212個careplan??,🐤,year 3啦仲問呢個問題😅😂,😙,洗唔洗落reference？,🐆,大家進度如何,7,9,,,,,
Gen s150F 留名,🐋,請問ching呢課有無present,🦂,Push,大帽山糯米糍,同問,2,7,,,,,
妙趣ocas,🌷,唔該曬。,🌿,有兩份asm+ 1 exam 不過今年肺炎exam轉咗take home asm... 功課唔算好難 都係叫你搵篇野 然後用啲中國文化 修辭 語言角度之類去評論嗰篇野...,🌷,問多句，功課exam點樣？多唔多，難嗎？,3,21,,,,,
ou 算唔算野雞大學,🐉,Agree,💣,Ummmmm我都係,🕵,走得幾多呀,9,73,,,,,
CWFA 有冇女神？,🍠,已grad 的danso wing,🍜,2019港姐亞軍,loman,你講乜東啊,1,4,,,,,
208f出左分,🐰,希望人人攞高分👍,👲,拉,😘,我都想知,3,18,,,,,
🌸,🙋,Here is my referral link for BEE Network. Get 1 free BEE when you join BEE: tonycc. Download at https://bee.games/download.html,鯨大,有潛力，免費下載，每日㩒一次制，一試無妨,鯨大,唔知大家有冇聽過bee.com喺App Store search bee.com就有架啦佢係類似比特幣一樣既一個虛擬貨幣系統唔同嘅係挖比特幣需要少少技術，但係呢個download Apps撳掣就可以挖Bee幣，唔會收你任何費用推岀咗一段時間了，大家都可以試吓不過佢註冊一定需要邀請碼，可以用：az000用邀請碼有挖幣加成的！,2,9,,,一齊賺錢！bee.com￼自動挖錢,,
Gen科 fail 會點,🍐,sem2嘅科就等下年sem2 retake,😫,Gen計唔計cgpa?,🐮,Defer,1,4,,,,,
有冇人知炒咗N103F PE會有乜後果？,🍜,2次PE都fail 但OCAS拉得返,🤑,Thx!!!,🍿,唔知今年會唔會好似之前咁,2,30,,,,,
報咗第2 round TUNS嘅入,🌾,已經返緊tuns嘅表示如果揀親身拎 理論上拎得嘅話佢係會sd email比你嗌你返去拎 但都有啲case係佢inform漏/inform唔切 所以建議十日內都冇收到通知直接打過去問拎得未利申 我之前就係registry inform漏 一call佢哋發現原來已經拎得,🐐,想問下你係咪簡咗返學校拎？如果有得拎係咪會email通知？定係自己直接返去拎？,💣,唔該曬你,3,15,,,,,
Nursing year 1有冇人想入study group,🙁,Hi,🙁,Hi,🙁,Hi,45,,,,,,
有冇nursing師兄姐final year先黎fail？,🤔,科囉,😯,Fail乜？,,,,,1,2,,,
有冇人試過比人捉抄襲,💃,。。。,😿,Take home assignment,💃,佢似伏你喎,2,29,,,,,
😪,wilsonchan,I agree,🤐,考得好唔好 個個人都有不同定義有人best 5 20叫好有人best 5 30先叫做好講到尾 我覺得 OU個degree 可唔可以令你做到你想做嘅工 先喺最重要,😅,diu 咁你一定jupas考得好先入OU啦。都係ou人，相煎何太急。利申：垃圾Jupas入,90,288,,,想知ou有幾廢 大家講下dse幾多分讀咩科,,
護士鞋,🌰,買左@shoesway.sukwaiso far還可以 幾好行 企耐左必然會攰 買埋鞋墊會舒服d,😬,個鞋底係硬嘅 大家真係唔好因為有優惠券&多人買就買dr kong,😬,📷,1,15,,,,,
想統計一下有幾多人statistics fail要resit,cooper98,"可能7,8,9月",cooper98,有resit,Haventmentu,唔係有re-sit咩？,1,17,,,,,
簽左SAO student trainee contract,loman,冇 cert寫條鐵？,🍙,但冇得番都可以寫咩😂,👺,都有好處 可以寫cv,1,30,,,,,
想問有冇公大電腦入到ployu讀Master嘅😥,👻,知道你哋叻喇。正字特警。,🍎,ployu係你創既？,👧,Polyu**,1,4,,,,,
有冇人知遲咗交學費點算？,😨,應該都過咗㗎啦😢唔該哂大家 我星期一再打過去問下佢,🍾,學校個邊星期一先再開 一係返mc問學校拎單落中銀交 一係pps,🍾,係自己個學費單個度有得view details 可以用pps打返個ou個no.同埋自己學費單個no.交🤔我前幾日都唔小心遲交咗😂打咗電話問staff話有一個禮拜寬限期可以唔洗比500 但唔知依家佢當唔當過咗一個禮拜要比😂,1,8,,,,,
GEN A110BF 數碼攝影 有冇人讀過,🍦,轉咗人？,🍦,我2年前Henry教幾易讀喎🤔,😙,易讀 如果你有興趣 肯溫下書 拎A+至B+ range 唔難,18,27,,,,,
B366F Revision討論區,峰,算係啲tips比中哂,Khrush,RIP 好難..,👷,假設佢呢個真係考試tips，佢第四題會唔會拆開2題黎問⋯,2,30,,,,,
🌚,🙀,"我試過因為電腦hag機,  最後真係遲左5分鐘, 然後影哂相俾老師睇 , 再俾佢睇埋最後修改記錄, 同埋上載時間, 最後再解釋｡最後好似無事",牙籤仔,手冊咪有寫扣分準則囉,,,,,1,2,Take home assignment 遲交會點,,
學生會選舉舞弊 係咪應該要報ICAC?,😖,但其他u好似有人選🥲,😖,正常啦 依加咩環境 上su就要俾狗咬 邊個肯上,🍠,不過睇怕2122無人選,2,9,,,,,
BBA yr1想問出席率點計🙏🏻上齊堂都唔夠一半分🥲,kzz232,邊度有得睇分？,😸,計分方法好弱智,,,,,1,4,,,
⛄️,🐏,可唔可以share notes比我,,,,,,,,,請問有冇人讀FIN B386F& IB 397F,1,1
bba upload考試片,🍏,gxxxxxxx@study.ouhk.edu.hk,🍏,學校比咗個Google email你喔 學校同你申請咗噶,,,,,2,23,,,
A123F,😺,用返佢啲theory 答,🍪,想問ies同soci essay有咩分別🙈,😴,想問有冇人可以分享下你地大概每條既答題框架係點？有時明個concept但就係唔get要點答...thanks,2,3,,,,,
Gen A203BF科幻電影T03想換T01！,🐕,我宜家有星期5嘅T03，希望有人可以幫幫忙換個T01比我！😭👋🏻💕,,,,,,,,,,1,1
有冇人知考試使唔使影晒兩隻手,👨,話時話，睇翻FAQ話交唔到片填翻E-SE，你嘅情況會被考慮，最終有可能影響你原有考試成績🤔,🤖,唔知以為係考IT,🤖,其實d tech problems真係好麻煩，無啦啦搞咁多耶出黎,3,30,,,,,
N203 take home assignment,🐟,同問🤔,🎈,想問係咪可以入signal gp🤧,,,,,5,61,,,
B396,🌷,唉下面個幾課好鬼長。。。我信佢嫁，淨係溫revision算,蓮姐,都避左好多架喇喎 T1直接飛左ASEAN..,🌷,一個大topic佢分左十幾個細😂😂,1,9,,,,,
一人一信投訴Eric Sze,🍒,結果佢今日咪又係遲咗upload，講咩72小時,🌰,老實咁講 有人提早download 左份卷 米對唔知個啲好唔公平,🐍,新卷好正,7,52,,,,,
有無人可以整份report sample？,💀,你唔好俾個cam影住咪得囉，佢都叫你拍片自證清白，如果真係懷疑咪話直接背咗份lecturer notes,😜,睇notes唔驚被professor發現咩？,🌝,只係今次限住唔可以用手機,5,24,,,,,
又到swap科日子,🦁,開sem頭2個星期,😣,好似2月先有,😆,仲未有得swap嘅?☹️,2,12,,,,,
想問大家upload條片上Google drive要幾耐,🍵,你考試都唔會兩個鐘寫足字啦😂😂,🍵,冇人話要兩個鐘都要影到對手,🍛,想問下幾時知自己洗唔洗retake？,2,51,,,,,
391 tutor 比分係咪真係要咁手緊,😺,Assignment 2 fail 鳩左而加唔知點算好,,,,,,,,,,1,1
🌷,🌮,summer 有心教 好好人又靚女,😂,Agree,🙆,Kinnie 靚啲,10,33,,,ou 咁耐以嚟最正嘅miss 係咪summer?,,
有冇人final year先fail,nan,final下學期可以 有人fail咗可以考試或者寫essay,missusomuch,過來人話你知 係冇,🌶,可以寫essay代替？,1,9,,,,,
[GEN] pass/fail assignment嘅分數,🐌,咁最後會唔會知自己真實嘅grade?😥,🐌,多謝,,,,,1,5,,,
Gen101bf個film review其實係點做,🐬,想知,🌬,其實係咪跟最後個lecture notes point寫就可以,😒,係🤔🤔,12,58,,,,,
一人一句經典廣告對白,66uouo,通屋 通屋 通屋奇應丸,🐩,想節能 撚軩撚,🤖,望吓山望吓海 馬交旅行紅男綠女聯歡喜慶大三巴 觀音像媽閣廟景緻真優美,13,20,,,,,
retake/resit一問,😾,要幾錢？,🍼,resit咪去考翻你本身個course下個sem/下年嘅試，難無難睇lecturer出卷,🍼,成績表應該前後會有兩次個個course,1,19,,,,,
🌷,😟,唔好飲。以前飲過，個人會比較躁同埋啲尿好黃，一唔練一排好易走樣,😷,現實就是殘酷,🐤,唔鍾意 覺得男仔太瘦唔好睇,28,106,,,求問：瘦底男仔可以點大隻d,,
🌞,🙋,OP就刺激d,🙋,迪士尼好童真feel,🌹,Either即係2揀一Both先係兩個,10,15,,,Disneyland or Ocean Park,,
turnitin唔可以齋上傳PDF??? 上傳唔到功課,😿,開份word亂打一堆字上去之後轉PDF再將2個pdf檔合併,🍅,Turnitin 上傳全PDF唔得？？佢話要至少20字 可以點搞 功課要用PDF上傳喔,,,,,1,2,,,
ENGL E205 Preparing for IELTS,😂,有冇ching可以share啲handouts/zoom recordings？OU究竟有冇source可以免費睇？其他u有架喎,,,,,,,,,,2,1
有冇人讀過B164CF,😍,好似唔洗,😍,多唔多quiz😯😯😯,2019dser,pc lab係要翻既？,7,12,,,,,
report freerider嘅email要點寫？,😼,呢個方法真係讚喔👍🏻👍🏻👍🏻點解我之前未諗到,😂,我地留咗啲已讀不回/打電話又唔聽個啲記錄比professor    另外project ppt Mark好邊個做邊頁再upload.   freeride都唔敢出聲,😃,唔識咪report 到佢識囉😝,2,29,,,,,
💩,🐪,插張卡打兩個密碼打個電話號碼就得,😰,至於銀聯卡個掣 無用過 答唔到大家,😰,插張提款卡入終端機去set up is ok,12,115,,,今年冇得寄學費單到屋企？,,
法律權益 B267CF swap tutor,🍆,有呀,🐂,有有有‼️,👶,係呀🥰,3,45,,,,,
美食 T04 入,😈,我冇曬,😈,信封plz,🐨,T04💁🏻‍♀️💁🏻‍♀️,2,43,,,,,
想問如何係pdf打字😞,🐂,加text box...?,😃,Trans to wordThen trans back to pdf😕,,,,,1,2,,,
美食中找商機 B233CF Swap class,🍎,Hii 我同其他T開咗 tg grp啦歡迎PM我攞link!,😳,如題我T04想轉 T01/02,,,,,1,2,,,
Swap class B164CF T05轉T01🙏🏻,iamHangry,I know ahhh I mean搵到個人一齊swap係指一齊入去swap入面同一時間㩒swap？定口頭上swap,🤓,係myouhk add course個位 下面,🤓,swap class 今日10點開左 有得上去swap🤡,2,8,,,,,
有咩gen推薦,🙈,唔係第一日嘅事,😻,🙄🙄🙄超唔實際,🍆,有冇人知道2月16系5系可以reg多科ren？,18,128,,,,,
想問nursing 可reg幾多科1字頭？,🍒,Thanks😭,🐫,我頭先都係咁啊 打咗比校務處佢叫我add drop add返 或者到時drop走一科 下個sem reg返都得,🍒,我想問我係咪可以係add drop period drop左其中一科基礎科add番科中階？,1,8,,,,,
讀過GE嘅1字頭嘅B&A，之後可唔可以reg 2字頭?,🐵,唔該曬,😖,係,🐵,我programme係social science，咁如果我今年揀左creative art嘅科讀，下年係咪2樣都唔揀得？🙏🏻🙏🏻,1,6,,,,,
秋季學期幾時reg科？,😖,有冇人知如果想reg多科gen，2月16號有冇得Reg🙏🏻🙏🏻🙏🏻,🐈,唔會，再遲啲嘅話，下年十月中旬先可以開sem,🍫,唔知會唔會再遲啲開sem呢,5,21,,,,,
有冇人243想換古人T3?,👺,push,🌭,睇完呢度啲comment先知原來好伏,🌭,我213🤦🏻‍♂️,1,9,,,,,
想知E244BF媒體素養的建立好唔好？,開開心心又一日,Workload 大唔大,😔,有冇人知tutorial都係要翻去pc lab上定改左做zoom,🐩,無group present 有個人Asm,10,17,,,,,
有冇人讀過Gen E243F ielts???,🍍,下個sem唔會大機會f2f exam咩？,🌲,佢有份paper 大概4題 俾哂tips 有三日時間做 重要嘅係佢俾分好輕鬆 唔係擔心！,🌲,內容簡單 佢會俾哂tips exam 放心 容易攞分 唔聽書都得,4,13,,,,,
急!reg科㩒完完成註冊冇曬反應,😟,我彈完之後得1科reg 到,🍺,我仲入得番reg科個版,👿,我係變咗空白page 然後再check返係成功註冊,1,6,,,,,
⛄️,🤑,Asm 1 1200字 有聽書輕鬆七十幾分 然後靚grade,🌿,有聽書就好快做得完啦,dhsjdnsjdjbd,靚grade,3,13,,,E243F assign,,
B167個人作業第二題嘅第四小題點做,🍁,下  原來係咁  唔該ching,🍪,跌唔落咪即係會升,🍁,如圖,2,4,,,,,
有咩gen科推介？,auroraw,想問E205F itelts 好唔好讀？功課係點,😻,係 🤪🤪,🍡,Prof俾分鬆手 有問必答 揀gen首選,37,76,,,,,
學校批准更改bba考試方式,🎉,Share screen唔係淨係share個ole嗰頁咩？咁咪都可以同其他人傾,👺,一路考試一路又要擔心有冇拍到真係好煩,👺,其實要睇埋mon咪share screen 點解死都唔肯用zoom😑😑,8,142,,,,,
Gen A212 古人想甚麼 求大佬s解答,🙁,感謝大佬s,🙁,Up,🙁,Up,2,4,,,,,
Gen A201CF好唔好讀？,😔,Upup,😝,同問 A201CF有無人讀過 係咪新科,🍗,A124F香港文學與社會想問下有冇過來人可以講下workload、內容、好唔好讀之類🙏🏻🙏🏻,4,3,,,,,
N208￼ Assignment 討論區,🍢,時間太緊迫,🍢,我都覺會肥,🍂,覺得份野會肥 pk了,17,165,,,,,
求解答點樣簡科🙏🏻🙏🏻🙏🏻,😥,Thanks You🙏🏻🙏🏻🙏🏻我搞掂啦💪🏻😭🙏🏻🙏🏻🙏🏻,🐠,睇番email，Y2學生5號1430至6號1700係for reg elective+Engl；GE就大家一齊7號1000-1300；Adddrop就2月中至尾你話你科嘅requirment係1Engl 2Gen，即係你要6號1700之前揀一科Engl，記住睇番佢比左邊幾個choices你之後就7號準時去Reg GE，可以Reg乜野GE要去course info.禁自己個科睇有咩選擇，總表只係for你睇introdoctionY1入學requirment係要讀4科GE，2foundation 2Middle，前者1字頭後者2字頭，我唔太清楚Y2entry係咪只可以揀讀曬2科Middle，要睇下有冇ching再解答不過安全起見就2科Middle(如果冇撞時間)，你fufill唔到佢嘅requirment嘅話有機會要你之後再讀番俾佢，然後又借啲意收你錢唔明就問，盡力幫你😅我自己Reg科都Reg到好迷,,,,,4,7,,,
與其打工不如試吓低成本創業￼,重型貨車,📷,🍉,招人材、網店加盟🌍工字不出頭想做小生意，但沒大額資金機會嚟啦😆尋找有意透過經營網店賺取收入人士💵提供營運教學🤓以及網上售貨平台📦提供不同類型貨品出售🎉不分年齡、好學唯先歡迎有意搵錢嘅同路人查詢😇面試地點:旺角工作室名額有限，先私訊先得,,,,,1,2,,,
🌞,😁,Thx,😁,thx,🐰,22號前就得？,1,10,,,點攞學費單,,
想知 Econ A232F 點樣,🍹,Ps 我當年A- 上堂/考試好輕鬆 唔係擔心,🍹,Michael 算係Ou 中有質素既lecturer  超值得上,🐖,唔該,2,19,,,,,
Gen科揀乜好？,shinobu,Upupup,lam002,有咩易讀,😢,今年year one 讀management 想讀科冇exam之餘易攞A求推介,1,3,,,,,
有冇人收到ops nomination,🙇,我year one 淨係簽咗份form跟住就有🤨,🙇,係,🦀,我都唔知,8,53,,,,,
S213gen自然保育有無有讀過,游走的Aladdin,Thankssss!,游走的Aladdin,好少人咁認真覆😢,游走的Aladdin,Btw唔該晒你呀！,7,34,,,,,
🌹,🤓,Barry好好人，not killer 過來人。好中意barry,🌼,無論邊個教都一樣咁伏,,,,,11,19,B368F,,
🤔,😲,原來可以揀386,😰,因為之前去做 internship 嗰陣派嗰份嘢係得呢三科揀,😰,😂 乜可以揀唔係act嘅科嘅咩,7,26,,,"bba reg科應該reg邊科好啲➡408,415,417?",,
ACT B408F T01 有冇組未滿人,😉,"因為要reg科，要係415,408,417入面選一科讀",😉,想問下408好唔好讀？,😃,系417轉過黎所以冇上過堂，依家先知分晒組,1,3,,,,,
GEN B267CF,🌷,上年讀幾堂有quiz，好簡單可以上網搵到,🍏,使唔使考試同埋背嘢?,🌷,易讀，做個Group project 輕鬆攞A，前提係成group人都肯做😂,7,6,,,,,
分享下自己讀科gen嘅情報嗎,👱,167對投資興趣唔多而且冇時間嘅人要認真諗過，真係好多asm,👱,想問古人想甚麼asm嗰啲點同讀咩thx,🙉,4科Gen一定要唔同field?,35,117,,,,,
接trans U諮詢 / 寫CV,🤗,由於小弟已經完sem，決定開始幫人接trans U諮詢。小弟已經trans去UGC兩年，其中並無defer情況（2年ou 2年ugc）相信nonju嘅面試技巧同點樣寫personal statement嘅技巧可以幫到大家突圍而出。為咗幫各位同學更好趁依家提高競爭力，依家提供以下服務。1. Trans U consultation 2. 代寫CV / cover letter / personal statement3. 如何準備trans u 面試4. Internship Consultation等等*只接受商科學生*簡單諮詢一律免費 （三條問題為限）如果各位有咩問題歡迎搵我。,,,,,,,,,,3,1
想問gen 法律好唔好讀,🍼,之前有gp project，一組人有一啲去參觀法院，有一啲去參觀立法會，然後再寫出嚟要做present，今年唔知係咪一樣,🍼,基本法律制度，好大部份Focus係合約、違約、侵權（yr2 law 就係考呢啲），仲有知識產權嗰啲（呢啲就唔考所以我溫都冇溫過😂）,💀,想問下呢科係咪有grp project?,3,13,,,,,
GEN A119CF 中古文人旅遊寫作,😗,始終要睇文言文再加以分析,😗,有文科底or中文好既會容易handle,🍜,幾好,6,19,,,,,
MGT B399F tutor邊個教得好,😰,想知你啲assignment 咩range,😞,4淨係識得講聽lecturer 指示,😾,同意 2好伏 同佢port freerider 係到同你hea 又話Peer evaluation form唔會公開比人地 點知公開哂比人睇,1,9,,,,,
☠,👵,Sd去尼道⬇️Phone:     (852) 2768 6688Fax:         (852) 8148 3378Email:      regexam@ouhk.edu.hkLocation: MC A0511,👵,😂我都sd左了，但原來仲有咁多人未sd,🍧,done,2,3,,,exam 反對拍片Send左email未？,,
求救🙇🏻‍♀️點樣係turnitin到蚊反份功課落黎,🌛,Thxxxxxx,🌛,冇覆email但佢知道咗啦,🙃,其實好睇個老師,5,36,,,,,
NURS208F 有冇written exam,🐫,唔温㗎喎,🌺,想問吓大家208點溫,🐵,應該take home asm bo,3,7,,,,,
🌲,🍋,asm question嗰個pdf入面嗰兩條,🍁,係咪PowerPoint入面啲link,🍋,其實阿sir俾嗰啲link已經有晒答案 照抄就係,4,17,,,GEN B167CF Assignment4 點做,,
想問下Hitchcock film點做termpaper,🙆,唔知點寫好,,,,,,,,,,1,1
OU有冇淫C ?,🐏,pm,😓,pm,🤑,pm nursing boy,19,61,,,,,
學校比嘅iPad 壞咗，nursing啲資料點算,🍨,即係你喺iPad啲其他上網記錄用其他app記錄佢都知？,🍾,反正出實習嗰啲資料都係save in app,🍾,但其實我之前都整爛咗我問過IT佢哋叫我自己download番啲Apps就ok,1,20,,,,,
