参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
__,have all iprs notes final pp mt pp question blank，pm me if you want，50💰for all,pm plz,"Have 2019-2021 chem 1030 spring final pp + ans, pm if need",1,4,,,收chem 1030 linzhenyang final!!,,
CIVL1160出grade,係邊個professor？,聽人講*,但我依家grade 都睇唔到,1,8,,,,,
每日一插畫（有圖）,就算地球劏開咗兩半都會因為gravity而痴返埋一齊，0分重作,📷,1/11 diu爆左地球,1,4,,,,,
__,Sls咁多人㩒91-100%，overall得11個人>=27,23/30,自己cap,2,9,,,PHYS1114 mid-term 圍爐區+預計分數,,
Math 2351 大家mt幾多分,唔知錯咩,我99,72有冇mean🫠,1,3,,,,,
Elec1010 Mt 最後嗰題係咩,😧乜有31題,31,依條係30定31😧,1,9,,,,,
依舊乜9來,你講緊邊一樣嘢？,📷,,,,1,2,,,
☠,🥲,以為得我一個係咁🥲,cls 我都係,1,14,,,Math 1013 D range定下個sem再讀過,,
有冇人有SOSC1850 Quiz Source,Pm expired,hi pm,pm plss,2,20,,,,,
不如Halloween打扮下 一齊慶祝,巴打 我留意左你好耐你真係好幽默我自問都算個ok幽默既人 但係你幽默感比我真係高十幾二十倍錯 應該係100倍先岩估唔到我係呢個post竟然見識到你既威力我真係笑到爆左肚 依家一路打字一路撿返d腸呀內臟呀腎呀塞返落個肚到你有冇諗過未來幾個月去紅館開棟篤笑?,巴打 我留意左你好耐你真係好幽默我自問都算個ok幽默既人 但係你幽默感比我真係高十幾二十倍錯 應該係100倍先岩估唔到我係呢個post竟然見識到你既威力我真係笑到爆左肚 依家一路打字一路撿返d腸呀內臟呀腎呀塞返落個肚到你有冇諗過未來幾個月去紅館開棟篤笑?,巴打，你真係好幽默，我留意左你好耐,4,60,,,,,
求Oces3160同Lifs2060嘅source,Push,,,,,,,,1,1
Hssu又有新莊,狗屎垃圾,係支下莊問題 今年上莊對fm 唔差 比人逼過邊仲會逼返下莊,班傻閪上莊年年都屌走半支下莊先開心,2,4,,,,,
收acct 3610 William case report,pushhh,屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌 ......,Push,1,4,,,,,
__,Counsellor?,我收唔到 Noti?,pm,1,8,,,有冇精神科醫生推薦 🙏,,
civl3310重災區,難到喊,大家點,聽聞上年lambros因為Fail太多人，所以學校同lambros開左幾個會。,1,3,,,,,
其實2023個考法就好似DSE數學core MC,"分卷最簡單係嗰條lq 12分, MC咁麻煩每條3分真心咩",講真 我感覺2023份卷幾難 but我又好難講佢難……,同埋2023唔算係注重proof嘅class，有少少似係year 1 calculus嘅延續版，真係想睇proof要上real analysis先會多啲,4,11,,,,,
phys 1003 係咪好q難,"agger, 所謂靚grade係講緊當你只有D既資質，prof照派C- or C俾你，而唔係阿豬阿狗都有B+ or above",唔好信曬其他人講嘅嘢 有時話靚grade 其實你可能會讀唔掂,上年個mean 110 out of 200左右,1,10,,,,,
Elec 2350 study partner,Pm,Hi,pm,2,11,,,,,
[有圖] 科大初步決定下一年入嚟嘅新生冇得揀主修BISC,你可以話你個major乞食但你因為乞食所以三個major都一樣而唔爆係冇關係㗎囉,我認同你雖然唔係life science相關major但我唔明點解上面啲人要睇低你哋dept啲major有啲人鍾意bio+chem，所以想揀呢個major,但小弟都係努力中。堅持唔做鹹魚,3,39,,,,,
Acct year 1 midterm pp,Pm,pm,acct2010？,1,4,,,,,
所以Zenobia單嘢點？,落美極都無人要啦,唔肯定因為佢成日喺ig出po話韓國牧師係佢嘅sweetheart又用啲好親暱嘅花名叫佢所以一定唔係朋友咁簡單最低限度一定係friendzone先,冇呀,3,19,,,,,
如果我好有性衝動，冇錢叫雞，可以點算,d舊po點解會比人頂左上來,少林soc,人哋和尚成世喺深山都係咁，忍吓喇 Ching,1,9,,,,,
Huma 1001B 超好grade,利申呢個sem讀緊其實篇文我真係hea住打打打下都1000字😂前提係你接受到睇文言文先我會話有人同你讀會幸福啲我自己一個reg就好彩遇到啲firm teammate🫡,Can pm me too?,可唔可以比埋我🥲,12,47,,,,,
收 Math 1013 Past Paper,pm,Pm,Pm,112,,,,,,
｛突发｝传中央宣布科大将不再有任何在中国的专业资格,正呀😙,收到風出年科大停止於清水灣校園授課，全部學生要上廣州,做乜鳩,2,5,,,,,
Math 1013 final,Pm,Pm,Pm,3,147,,,,,
收OCES1030 source,Pm,have several sem source pm me,Pm,1,5,,,,,
收civl4700 source,Pm,,,,,,,,1,1
放econ 2113 yuyan source,pm plz,PM,"Ching, TG放source?",2,25,,,,,
攞lowest會唔會F,放online exam題目上Chegg也f,師兄把口咁賤。一定gpa好高,你唔攞邊個攞？,1,3,,,,,
我應該quit so嗎？,我都想知道有乜source,乜嘢source先,直接問完走,1,5,,,,,
收elec1010 source,Pm,pm,Pm,2,11,,,,,
630 開考但係6:21 仲係彩虹,四至六點放學放工時間🤷🏻‍♂️,一樣有親戚住坪石邨,利申中學喺彩雲村,1,14,,,,,
今年House撚鬼屋邊個好玩,三仔幾有feel,2<3<4<5<6<7,2好悶 仲要排勁耐,2,8,,,,,
賣comp2012 lab4,"賣comp2012 lab4, pm",,,,,,,,1,1
Double major一問,全部都係讀DNA,BCB都唔關drug事,真,1,8,,,,,
[免費] ELEC1010 Source,第三批已pm亦都係最後一批多謝大家支持,No你pm嗰時已經過咗deadline逾期不受理如有不便之處，敬請原諒,pm期限已截止多謝各位pm我第三批將喺今晚pm條link畀大家,59,,,,,,
Lifs 2070 midterm 分數,Lmao都真嘅,得26%就算啦 你其他74%拎爆分都有機會A range,,,,1,4,,,
收 elec1010 mt pp,Pm,"Have ELEC1010 3 years midterm final solution , HW1-5 solution and group project (8 points), pm if need",Pm,1,12,,,,,
收hhm math2011 video recording,同求 有意都pm埋,樓主在此，有意請pm,,,,2,2,,,
Acct I 應否分拆做 Acct IA 同 IB?,4010 個mean高到cls,可能係因為你讀hd😂,No bafs background acct2010 A+ (2021 fall),1,17,,,,,
放sust 1000 source,pm,Have A range MT and quiz,pm,1,13,,,,,
Civl 4700 report group,Pm if you want to form group,,,,,,,,1,1
☺️,Notes起碼講咗三四次🤭,有冇人諗過會考prof講過嘅一句說話🥲,,,,2,,Econ 2113 midterm,,
放LIFS 2210 A range pp(連答案）,pm,平放 LIFS2210 A range pp 連答案,Pm,1,51,,,,,
有冇人想玩mocktrial？,Pm,📷,"想搵人一齊玩👀 有興趣pm me利申：final year, planning to do JD",1,3,,,,,
收ELEC1010 source,Pm,Pm,Pm,2,75,,,,,
徵二手書 (Interactive Python Prog),徵二手書 (Interactive Python Programming For Beginners) 如果有既話可唔可以 PM? Thanks!,,,,,,,,1,1
Sosc1980 ebook,Pm,pm,Pm,1,34,,,,,
收SOSC1980 Quiz Answer,Pm,Pm,Pm,1,6,,,,,
SOSC1980 夾edition 14,Pm,Pm,Pm plz,1,55,,,,,
收huma1001b source,plz pm🥲,,,,,,,,1,1
Lifs2060幾時出grade？,Push,Final 分都未出,,,,2,2,,,
有冇人ISOM2600 L6,L5,想搵長期買access code,1,1,4,,,,,
放fina2303 peter mackay source,Pm,pm,Pmmm,1,78,,,,,
招Maths 1012-L1 fm,雖然隔咗2個月,Hi,同路人，pm我🤣,1,3,,,,,
Comp1021 midterm released,含哂,Midterm炒咗 -> 劍指Final -> Final炒埋 -> 下個sem再努力追GPA -> Midterm再炒 -> 再次劍指Final -> Final 再炒 ->... ->爛Grade grad 898 hahah,考完之後成個鐘個腦都function唔到,1,15,,,,,
今日小弟生日，冇朋友，冇家人，得midterm,生日快樂🎂,Happy birthday 💟,遲咗少少但係都係祝你生日快樂！考完Midterm就好好地休息吓啦～🫡,6,38,,,,,
comp3111報分區,32,22😁,33,2,4,,,,,
Lifs4150 mt,做條撚咩,難撚到on9,笑死,1,7,,,,,
Comp3711 midterm 重災區,踩mean 好滿足了😂,49,屌，between mean同 low quantile。利申 math仔,1,20,,,,,
放MGMT2010,pm,Pm🙏🏿,,,,1,5,,,
收sosc1840 midterm,pm,pm,Pm,1,12,,,,,
"收SOSC1980 source - YIK, Michel",Pm,Pm,Pm,1,97,,,,,
comp1021 請槍,Pm?,Cheat 呀等F啦抵死Cheat唔係問題呀 cheat到咁柒先係問題,去見完，單純係佢個monitor program炒得勁，抽人去試下run多次行唔行到,7,48,,,,,
Yu Hu 2411 炒粉圍爐區,你畀過電郵問過佢？,屌黐撚線，又唔可以對卷又唔講解份卷，想jump😵‍💫😵‍💫,,,,2,2,,,
到底SU班  平時有咩做,無野做,一定要大大力屌落去。,仆街N宝又洗板,5,86,,,,,
收lang1004 meme assignm example,高價收往年meme assignment 有意pm,,,,,,,,1,1
平放math 1013 wangke source,Pm,2021 fall final,"Hv lecture notes , homework answer, midterm and final",1,4,,,,,
點解鬼屋得四個hall,係咪已經摺咗一個,,,,,,,,1,1
有冇人知邊度可以扱UST校印,"試試先, thank you ching",可以website填,如題八達通個App續唔到張學生八達通焗住要填實體form求救🆘,1,3,,,,,
MATH2411 mt出分區,mean係幾多,完美踩mean,已死,1,6,,,,,
有上個Sem最新MSE ECOF Math Test,我有ECOF Math test 卷！,,,,,,,,1,1
揾isom2600 lab8 groupmates,Pm lab8,想要揾人form group (aim high)🙏🏻,,,,1,2,,,
"放Oces1030, phy1001,econ2123",Pm if want,,,,,,,,1,1
OCES1030 source,Pm,Pm?,Cap黎睇下,4,11,,,,,
江山就是人民 人民就是江山,🥰,,,,,,,,1,6
收econ3123 source,Push,,,,,,,,1,1
Acct 2010 mud 9 dou mm sik,我已經feel到要爛grade,咪係😅我覺得好唔合理,我都冇學過唔識做🫠,1,4,,,,,
有冇人知isom2600今日個access code係咩😭,$20 ,ISOM2600,1234,1,3,,,,,
⛑,pm,pm,Pm,2,50,,,平賣civil source,,
收chem1030 pp,Pm pls thx,Pm pls 🙏,,,,1,58,,,
收LIFS 1902 source,Have 1902 pp (mt+final)with answer,pm,pm我有last sem source,1,3,,,,,
想要Lifs4150 source,Pm,Pm,Pm,1,11,,,,,
收 LIFS 4150 sources,pm,你有source ?,屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌啊屌 ......,1,20,,,,,
