参数1_文本,参数3_文本,参数5_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
究竟應唔應該因為fyp defer,最大問題係我已做左成個sem都完全唔清唔楚個lab做咩，甚至results 都無。本身0 bio底,"我會覺得唔defer好d, 但你一但要dual好d野!!!!  勢色唔對路先走去defer","一般chem dept個分都ok,同你份fyp 不是你自己做，反而同你個lab個PI同phd傾，佢地就會好好guide 你，同埋最最最最差情況你交review 都ok",2,5,,,,,
$10放GE2402 Ebook pdf,Pm me $10,pm,Push,1,4,,,,,
Year 1 招人join case comp,Pm,Ok,tg? abchoefg123,1,11,,,,,
PIA 2801 一問,我上年sem b 讀過 可以分享下 Class participation B and A-5 points B and A-Film critique 同essay 都係B- 最尾出嚟有B 除非好識寫film critique 唔係就快drop 利申PIA cg >3.5,大伏 快啲drop,以為上堂睇下電影好開心 但可惜Jun 係killer,1,23,,,,,
放cb2300 management書全新155,有意留聯系方法thx,,,,,,,,1,1
EE4213同EE4215點取捨,一個係cybersecurity technology另一個係human-computer interaction呢2科workload同難度方面點？,,,,,,,,2,1
__,"AC1,2 都係垃圾",西北風,AC2 Ac3 many common area la,2,22,,,除咗AC1仲可以去邊度食?,,
Mkt3601 s02 組隊,Push,Bear team,Push,1,5,,,,,
組隊飲茶！,Pm,Pmpm,,,,1,2,,,
想收CHEM4051 Course Materials,淨係想要lecture notes讀緊forensic studies minor本人冇take呢個course因為知道自己chem好差會爛grade但依然想學嘢所以想收lecture notes睇下麻煩晒🙏🏻🙏🏻🙏🏻🙏🏻,,,,,,,,1,1
想問GE2402 David John Harmer 好唔好,得Tiffany 係最好,佢好好,同問 +3 🙏🏻,2,42,,,,,
收GE2311 Sources,Pushh,收GE2311 SourcesPm if have,,,,1,2,,,
MNE3049 最難係起邊個位？,感謝,Part b 就睇下識做幾多啦，唯一年年都一樣既係要plot 一幅圖出嚟 （前果幾年係bode plot),"因為佢往年係有分 part a b, 背concept + 做少少數會係part a執到幾多分",1,9,,,,,
MS3253,Pm,final A+ 放source 熟悉zap玩法,一嚟就dum你去細房,2,16,,,,,
PHY3202未有canvas?,🤫,Ching year 2 phy?,有咩問題可以問我,2,6,,,,,
Limin Liang點？,仲要人講expectations🤦🏼‍♀️其實真心冇,好人 每星期都有zoom consultation 俾人問問題 試過deadline 前一日先問之後改完有A range好有耐心聽人講嘢,🤣,1,6,,,,,
LW3902 T05 轉T06,pm,Push,Push,1,21,,,,,
GE2402 T29,啱啱add 左入呢班 想問第一堂教過啲咩？🙏,,,,,,,,1,1
放韓文書,放韓文Ewha Korean 1-1書新淨 冇寫過嘢,,,,,,,,1,1
有冇人知Ge2402 week1有冇堂🙇🏼‍♀️,Thanks!,下堂要qui z,有,1,3,,,,,
GE1127,好唔好讀？kyle好人嗎？,,,,,,,,1,1
收CB 2300 e book pdf,Pm,Pm,Pm,1,18,,,,,
SDSC2004 揾grp mate,Ok,Pm,"想揾兩個grp mate, aim A range (＞人＜;)",1,4,,,,,
CAH1603 有冇quiz同essay ?,想問啲mc 難唔難？Grade o唔ok?,Workload唔太重 但難捉重點 我sem A讀 一共兩個quiz midterm &final 都係mc 最麻煩係最後份book review 個professor 話要大概10版,而家諗緊EN on the Move 定Great Work in the Humanities(CAH1603) ，有啲想讀CAH1603 ，所以想問要做啲咩同埋workload重唔重？,1,3,,,,,
收loving to work同creative photo,有意pm,,,,,,,,1,1
MKT3601 WS03搵Arange groupmate,禁 信封✉️🙆‍♀️,Ho!,Ok’,1,5,,,,,
有冇人sem b去英國exchange,有冇Leeds exchange?,Tiger republic,Bear kingdom,1,21,,,,,
收is3331 source,pm,"放 assign 1 + 2 , pp",主要assign 1 thx~,1,3,,,,,
__,讀左D notes就A-冇溫其他嘢有意pm,,,,,,,放 手寫Hematology 1 notes 利申A-,1,1
AC4303 S02 aim a groupmate,push,push,"AC3202, AC4301, AC4251 all A+, aim Project A+ as well",1,5,,,,,
GE3202,Bear king,搵group mates,,,,1,2,,,
MKT4628 or MKT4633？,digital mkt同cult ad邊個好讀啲？Why？,,,,,,,,1,1
CCIV Lam Hok Chung 好唔好,上佢堂好有趣喎,上堂好悶 email都算肯答 quiz細分冇出過 最後有A-都唔錯,如題，想問佢係咪killer同俾grade點 ?,1,3,,,,,
Year 1 想參加case comp,Pm,Pm,Pm,2,20,,,,,
GE2334,你有幾多個人,Join bear team,想搵2334 groupmates,1,3,,,,,
Ac3202求study partner,Pm,Pm,衝靚grade 請pm,1,3,,,,,
收cb2240 QB/pp/assignments,Pm,Pm,Pls pm me,1,5,,,,,
CB4303 prof推薦,伏人,Chau Yau好唔好,,,,2,5,,,
有冇人讀過EN2801 pop culture?,到而家都未有course information,??,??,3,9,,,,,
Cb4303 T17轉T16,T02想轉,T18想轉,Anyone want t16 to t02,1,4,,,,,
cb4303 tutor,pushh,Fu longwang點,hea點解唔好😂,3,21,,,,,
收CB2100/2300/2402/2601source,Yes fake,This fake sources,$20放cb2402 question bank連answer,1,14,,,,,
PIA3908、PIA 3908、AIS3908,揾groupmate,,,,,,,,1,1
SS2701 招Groupmates,有意tg🥹: Edddofrivia,,,,,,,,1,1
放Ef Source A Range,收EF3331 EF4314 EF4331 CB4303 要齊 hw assignment pastpaper,pm,pm,3,33,,,,,
Hsbc overseas scholarship,有冇人收到interview?,,,,,,,,1,1
收cs4296 cloud computing嘅source,有意pm,,,,,,,,1,1
__,Bear sources is the best source,A+,f range? 收d/f bear source,1,8,,,放bear source,,
GE2343 Data visual 好唔好讀？,啲功課只是用tableau整幾張圖寫幾行字🥱,教你用tableau做data visualization，中學生都做到，黎科冇麼難度,唔難，拎B或以上好易,3,7,,,,,
Is2502 tutorial week 1,想問係咪唔洗上？,,,,,,,,1,1
CB2500 L04 搵grp mate,Push,"No nd, this is fake sources",Have a range source pm,1,4,,,,,
GE2402 when take attendance?,2024,Tried today,Then tell us at the end of semester,3,8,,,,,
CB2300 S03 組隊,Aim a range no free rider,,,,,,,,1,1
放上個sem GE1401 UE source,放上個sem GE1401 UE source $50 包infographic & EssayPm if needed🙆🏻‍♀️,,,,,,,,1,1
請問sem b 揀完major 幾時會知道揀唔揀到,5月,Lm,即時知，計既科會計,1,4,,,,,
mkt4633 aim a groupmate,pm,Pm,pm,1,4,,,,,
有冇ching讀過IS4537 ISA可以教路🙇🏻‍♂️,收Daniel source,背,如題有冇人以前讀過可以講下exam點考？温極都覺得好空泛😖,2,3,,,,,
Ac1啲廁所全都是屎,台灣No.1,樓上返台灣,我喜歡到處拉屎,2,9,,,,,
Cb2203 T03 想轉 T05,有冇人有興趣,,,,,,,,1,1
AC1無開無人講？,自己開po問啦死毒男,AC2爆哂人,想問ac1有邊個男廁冇維修？,1,8,,,,,
IS3430 L01轉L04,有冇人換 pm🙇🏻‍♀️🙇🏻‍♀️,,,,,,,,1,1
請問is4650難嗎,伏,,,,,,,,1,1
想問下城大信用卡點樣還信用卡額？,破產,一樣,係咪直接去恒生e banking信用卡嗰度下面咁繳費就得？ 因為我見繳費咗之後個信用卡額升返，但係今期還款 應繳金額冇變0， 想問係咪正常？Thanks,1,3,,,,,
Online定f2f,是😭😭,My recording 🥹🥹🥹🥹🥲🥲🥲,online 而家要晨早起身迫車.....🥲,1,19,,,,,
請問IS3430 first week嘅lab駛唔駛上？,應該要？🤔,求教🙏🏻,,,,1,2,,,
Sem B UK exchange🇬🇧,Pushhh,有無人嚟緊一月會去英國🇬🇧 exchange? 想搵人一齊歐遊～,,,,1,2,,,
有冇人讀過Ge2215？,好似好多readings要睇,好奇,靚唔靚grade?,1,3,,,,,
收SM2714animation （求畢業,Push,Push,Push,1,13,,,,,
CB3043 S06 組group,Pm,Pm,如題😀,1,3,,,,,
IS4335 L03組隊,Push,Hiiii！招IS4335 L03隊友！Aims high and No free rider!有興趣請pm🙏🏻,,,,2,2,,,
CS2315,曾經嘅過來人 今個sem retake完兩科都B鳥🥹🥹,"ching 1508好似係2506 2508嘅pre-requisite, 2506又係咁多major core/electives pre-requisite",唸定後路啦,2,21,,,,,
收cciv Lam Hok Chung A  source,pm,A range+proof plz,,,,1,2,,,
收MGT4305,請pm🙏🙏,,,,,,,,1,1
遲咗返hall 有咩出入口可以入返去🥲,Thanks,南山or hibye橋 or 近hall2大閘,,,,2,2,,,
徵日文Lv1書,已買 thxx,pm,有意放 請pm,1,3,,,,,
MBA business,local UST EMBA?,Ching 點睇hku 🙋🏻‍♂️,,,,1,5,,,
☺️,最緊要搵好group ma te,可能group project爛,我以為有Arange，結果B range,1,15,,,GE3204 Business and HK society,,
CS嘅stream影響大唔大？,no影響,"其實得果3, 4科 electives都學唔倒啲咩",冇影響la,2,7,,,,,
點解有啲科去咗future ￼enrollments 嗰度？,Bear enrollment,,,,,,,,1,1
收CS2310 source,have,你有cs2310 ?可否 share 薄酬,Push!,1,8,,,,,
Canvas靜係更新得2科？,其實只要喺上堂，之前upload就已經冇問題,咁話曬聽日都開sem😂,Grade都出成世,2,9,,,,,
收CB2240 source,Pm,pm,#NAME?,1,3,,,,,
GE2402 Colin 係唔係killer?,同問,,,,,,,,1,1
ac1 can裝修,Gg了,好似1月尾2月礦先開番？,,,,1,2,,,
Exchange 揀英國定瑞典好？,警世文真係唔好揀荷蘭,成件事係荷蘭對exchange 好唔友好好多假房東要歐遊方便可以揀德國Flixbus 係德國公司德國出發可以平到兩歐去Paris,,,,2,12,,,
EF4327 C01 搵groupmates,Dm,,,,,,,,1,1
想要cs2310 source,最好有mid term + final,,,,,,,,1,1
收MS4262 source🥺🥺🥺🥺,🤣🤣🤣問佢自己考有無得claim sls,Ok thx😂,你合格嘅話佢會俾返七成錢你,1,33,,,,,
Year1 Case com bba,Pm,Pm,Pm,1,19,,,,,
Case comp,Pm,Pm,,,,1,5,,,
$40 cb2203 真source,U are so fake,88,Urs are fake,1,29,,,,,
瑞典 exchange GPA大約要幾多？,總之無特別寫language requirement=可以UE報,啫係fullfill到cityu嘅要求就得 UE grade C以上,見瑞典啲大學冇英文要求,1,6,,,,,
SM2715 CREATIVE CODING 換時間,之前俾佢教過，佢比分都鬆手 A,你係邊一個時間？,Fu hon bo 好唔好？ 本來想轉Ryan但轉唔到🥲,1,7,,,,,
想問PE tennis 黎緊第一堂使唔使番,"you must attend the first lesson, otherwise you will be regarded as giving up the course (unsure). The details of the course , such as the venue and dates are uploaded to the cityu sds websites, just search cityu sds pe course timetable,  then you should be able to find a up to date pdf file with details of different pe courses",師兄師姐賜教，professor 仲未announce,,,,2,2,,,
__,"Hello, which bear card u want to apply",Hi I want to apply,Bear king,1,13,,,熊王信用卡,,
有冇人讀過GE1332,有冇搵gpmate技巧/建議？,Attendance係純attendance定係有in class ex或者要答問題先係嗰啲？,我上年reg果陣syllabus寫有individual，但係實際得prj+ attendance，唔知道今年點,3,15,,,,,
Dean list,Hon,Bear hom,想問吓hon有咩用？,4,24,,,,,
想要COM source,COM3107COM 3408COM2118COM3117COM2401COM2402,,,,,,,,1,1
想要cs2301 source,最好有mid term + final,,,,,,,,1,1
Ge1356終於出grade,93  A,96?,想知大家 幾多 percentage 先 A+,1,3,,,,,
SM2259  Game and Play Studies,Push,有冇人知道係讀啲咩？,,,,1,2,,,
ge1356出grade,Bear grade,A-,sdsc1001 A-,2,6,,,,,
可Cs programming 請槍,已畢業1st hon學生價錢pm傾,,,,,,,,1,1
很久不見 到底發生過什麼事,Hi,邊鬼個？,📷,4,,,,,,
GE2137 好讀同靚grade 不？,新開架喎 你頂得順用英文讀文言文/用英文cite中文source就讀😂,Hiiiii,Push!!!!!,1,3,,,,,
求解MA唔同session code既分別,Bear differences,咁d exam 同grading 一唔一樣,咁有冇？中伏,1,12,,,,,
求放GE2129,Pm,Push,,,,1,4,,,
收MGT sources,MGT 4305MGT 4307,,,,,,,,1,1
重酬 MS4252 Monday,Bear application,Paper add咪得,Bear king,1,4,,,,,
收CB2300 quiz + proj,Wtf? Give u fake source and del chat????,Del chat after paid,Fake source,1,5,,,,,
大英導師,Pm no quota,Pm 想要,Pm if needed,1,6,,,,,
CB2101 拎B- 幾分 ？,A,final 80 A+,小弟睇世界盃睇，都唔記得溫書，都有B+,1,9,,,,,
2023年 仲未派齊grade等候區,Grade,Grad出晒，終於grad到，屌你老母,🤣,5,124,,,,,
DLLM CB幾時出grade?,快小小好唔好？,,,,,,,,1,1
有冇人Sm1103A 含左,大炒,,,,,,,,1,1
放CB2402 source,有proof,咪on9 我啱啱先賣完,近年真係好多人放伏嘢,1,25,,,,,
想問SS啲科有冇話一定要做intern先畢到業？,睇degree work 有寫,唔係core就冇所謂,,,,1,2,,,
學生信用卡,用熊王信用卡,😹😹😹😹ok,要靚就匯豐,1,4,,,,,
Pia(前ais)係咪一定要做fyp?,我睇email話要P.s 2021 cohort ppp,p.s. 我係ppp,PIA4602,1,5,,,,,
CB second major 揀咩好,Banl,認真Banl好depends如果你分析、邏輯能力okay既話利申：MGMT second major BANL而家banl cgpa仲高過mgmt..😂😂,不如考牌,1,4,,,,,
瑞典exchange 要預幾多budget?,Bear kingdom is safe,比外國嗰啲大隻佬，捉咗都唔出奇,自己一個旅遊隨時蕩失路，唔知走咗去邊,1,18,,,,,
交換人英 GE2412 Section,本身係T10 星期二1500-1750 Tiffany想換 T04 星期四 0900-1150 Tiffany,,,,,,,,2,1
收SM2714 animation,求SM2714,,,,,,,,1,1
放LW2903 A+ Souce,U did sell sth fake,我都未賣過出去又未prove過😂😂😂,U sell fake sources,2,20,,,,,
Second major,Account,Student status 轉了,過3就批,1,10,,,,,
Cb4303 T02 轉T16,Bear session,pushhh,Bear session,1,5,,,,,
放CB2402 MGT3306 CB2101 Notes,fake fake,This is fake source,,,,2,2,,,
放movie psy A+,This is fake source,100 pm,Bear sources here,1,14,,,,,
SemB調Hall,有冇人SemB先調Hall,,,,,,,,1,1
放CB2101 source,Fake,fake,fake,1,6,,,,,
AC4301 fail 咗點算？,Ask bear king for help,唔係咁都要教,,,,7,,,,
GE2338 想找groupmate aim high,Push,"我Cs major, 有意pm~",,,,1,2,,,
ge1202 waitlist 16有冇機？,問咗熊王先,無,有冇師兄,1,3,,,,,
Kwok kim 郭儉係咪killer,Bear,Killer?,Bear,1,5,,,,,
想知邊度有得睇每個faculty 過3比例,朋友full time TA都看唔到，我估要prof先見到,staff先有,,,,1,2,,,
收IS3430 L04,Bear session available,有無人放😭😭,如題pm,1,3,,,,,
Exchange 問題,Bear king,更何況如果你major係一定要去exchange佢一定會被優先你,點會冇機會,2,5,,,,,
好L驚俾人踢￼,是,唔係仲會寫係excluded 咩？,唔會 邊有咁着數,3,26,,,,,
Appeal同求情係唔係同一樣野？,Which course,樓主最後成唔成功,Sgpa,2,18,,,,,
GE2106 咩grade,U reg bear course first,so what is bear,Then u nd to reg bear course,1,12,,,,,
￼有冇 IS人知道IS必修科爛grade嗎￼,是,嚟緊個sem b 讀？,Agree,1,14,,,,,
CB4303咩grade,A,B+,Emily台妹黎...,1,17,,,,,
收AC4303 FSA Arange pj,Pm,check pm,pm if have,1,4,,,,,
⛄️,我4313/4314 可以exempt一科  不過我自認無掌握到knowledge,改syllabus之後 我個fd有a range,ching cgpa幾多？,2,13,,,EF4313 vs EF4314 難度,,
Scholarship,邊到有得申請,仲有得申請咩😂,我3.3申請咗都覺得自己唔知醜😹😹😹sorry lol,3,29,,,,,
__,Bear sources here,pm,Hi bear!,3,17,,,放CB/SS source （A+/A）,,
MNE3118 考成點,真係pass到當贏，上年好似f咗5定6成人,你知就好啦😂,我聽人講應該有3-4成？,1,9,,,,,
GPA唔過3，ielts 6.5有冇得去exchange,I level 有機？,Korea,有,2,3,,,,,
MGT4227 International business,你其他科拎到先講,A-都叫靚grade?,A,1,8,,,,,
有冇人可以讓AC4301 個waiting list？,"paper add, valid reason","因為fail 咗, 想今個sem take返. 但waitlist冇哂位, 想reg返",,,,3,,,,
收 GE3204 Business & HK Source,Pushhhh,Pushhhh,https://t.me/XCARRX,1,9,,,,,
想問點apply official grade review,就咁寫email 俾course leader 就ok?,同問,Grading appeal 😅,1,3,,,,,
有冇人近排得閒想參加商業競賽,Pm,Pm,Pm,3,18,,,,,
SS2712咩grade?,C DKLM,,,,,,,,1,1
__,Bear king,你冇呀 我齊曬啦喎,龜都未撚出講咩鳩新hon,1,7,,,新hon制升學/搵工,,
GE1127 Money & Art搵groupmates,Bear king,可以pm我,睇8年前嘅嘢有咩用？呢科已經幾年冇開過，網入面教嗰個professor都冇做，轉咗第二個教，course嘅內容又改咗,1,14,,,,,
平放2203 $30,Pm,Pm me,,,,1,2,,,
有冇人想轉去gbsm,Fin學啲嘢全部吹水,Fin. GBSM學啲嘢全部吹水,我3.8都冇 :),6,33,,,,,
收IS 3100 source,收IS 3100 source,,,,,,,,1,1
放CB2200 $30（齊晒 A range),"Exam paper, ASM and AnsTG: abc0229",,,,,,,,1,1
__,因為IM好啲 GBSM咁本四不像 又唔似IS 又唔似Gbus 想讀佢嘅人都係因為global個隻字好啲型D？🤭,應該就係前者,係因為好多人去左揀IM？ 定整體GPA 低左🙏🏻,1,7,,,BDIS 升GBSM gpa cut off大約幾多,,
求放GE1352 T03,Push,,,,,,,,1,5
放滿分CB2240 coursework,有冇past paper?,100 全部齊晒 獨門筆記,"$40 包quiz, class ex, assignment answershttps://t.me/qawsed94",1,3,,,,,
放 MS3111 MS3227 MS3251  MS3252,中伏,Pm,,,,1,10,,,
賣sources 既人呃錢,U nd bear king,tg一比完錢就del record 唔見人,比錢後唔見人正仆街，大家唔好比人呃,1,3,,,,,
__,竟然要拍片…,剩係知呢科要拍片想知呢科伏唔伏 有冇朋友可以井多少少🙏🏻,,,,1,2,想問下有冇巴絲讀過PIA 2073,,
"收COM sources 2118,3119，3107...",push,有其他都可pm,,,,1,2,,,
IS2023 and IS2505 邊個好讀啲￼,2023 +1,2023,有冇人知,1,3,,,,,
MS 3227 放sources $30,Push,Pm me,,,,1,2,,,
《突發2/1》Business深夜放grade 💀,冇見到既？,MS 有,冇wor,2,9,,,,,
fudan source,Pm,Have source ? @JWYKKK,Bear sources?,1,15,,,,,
Fudan U : 收Corp. Fin A Source,Bear finance,,,,,,,,1,5
賣cb source,Fake source,Pm,Pm,1,6,,,,,
Pol 2400 有冇人讀過？,咁依家果個好唔好？,之前韓國佬教 教得好比grade 鬆手 A- jor,,,,1,4,,,
平放cb2402 source,pm,$40平放,Pm,1,10,,,,,
GE2318好唔好讀￼🤔,伏prof,爛左B+,Push,2,7,,,,,
平放CB2201同2203 source,Pm,Pm,2201包quiz+ in class ex 2203包quiz + hw + final paper,1,3,,,,,
CB3043 S03換S06,有冇人肯換,Hi,push,1,7,,,,,
有冇人gbus,"Hi, 想問下FYP 通常幾時開始做？",想問咩,Pm🙏🏻,2,18,,,,,
Ge 2248 靚grade 嗎🙏🏽,Project 反而低分 靠exam拉 都幾易考,Hi bear king,唔洗 哩科講嘅係普通common sense 只要唔係邏輯太差都讀到,2,11,,,,,
去唔到cb exchange interview,我個friend啱啱好三都去到英國,只要你Major係Compul要去exchange 佢點都會俾個位你先,,,,3,7,,,
有冇人讀過LT3345？,我都係😢,好讀workload唔大有ling底嘅話吹水多 但佢俾嘅指示唔太清晰你要自己捉路,Reg唔到想讀嘅specific course要夾硬讀呢個😢我都想知好唔好 有冇人讀過🥺,1,5,,,,,
exchange college同I level分別？,thx!,And probably the competition,U could only choose 4 from institutional level but like there’s no limit for the others ig?,1,4,,,,,
IS3100 s02轉s01,有🙋,有無人可以轉🙏🏽🙏🏽,,,,1,3,,,
__,Nd bear king source,?,Bear?,1,7,,,放cb2201 A range source,,
放cb2500 A range source,Bear sources here,Have A+ sources,Have bear sources,1,6,,,,,
ms group a有冇推薦？,巨伏,Real meh,advance sas for sure,1,11,,,,,
exceed studyload,dllm 23號apply 依家都仲pending 你老母科都唔駛reg la,12號申請15批,12號申請25/26號批,1,19,,,,,
有冇人申請過financial assistance sch,想問late round幾時有？,易，有,想問下full grant易唔易批同埋有冇late round 🙏🏼,2,3,,,,,
__,有人排waiting list點轉,星期三 0900-1150轉星期四 1200-1450有朋友仔想轉可以pm,,,,1,3,SM2714轉時間,,
想問pre-requisite同pre-cursor有咩分別,thanks🙏🏻,prerequisites is must precursor can ignore,,,,1,2,,,
☠,認真，唔過3.5真係唔正常,唔通有錯咩,你不如話BBA 3.7先正常,1,15,,,文科仔gpa正常係幾多,,
CB2240 星期4晏晝想調星期4朝早,有冇人放🥲,,,,,,,,1,1
求放CB2201 🙏🏻🙏🏻 可課,Pm,Pm,pm,1,25,,,,,
各位有啲咩ge靚/爛grade之選,Ge 2239 A 輕鬆,1308 冇Phy底同被人free ride照A+,1352 A+,5,18,,,,,
SDSC4107 靚唔靚grade,push,真？,,,,1,15,,,
LW 2903難讀嗎,所以話Anna教一定最公平,真係 慘得過你乜都冇喺度嘈,佢哋係靠呢樣野攞存在感,2,57,,,,,
好奇BCHS有冇囡囡𥄫,囝囝得唔得？,各位Ching留ig俾小弟參考下,,,,1,2,,,
有冇人講下自己GE2301咩grade,A-,我自己A+咗 想知係咪派grade,,,,1,2,,,
MS3124幾時出到grade,A-,A 幾多,,,,1,59,,,
Cb3043 s10換s11,Push,pm,Hi,1,5,,,,,
CB 3041   S01換S02,Pm,同問 點換到？,Pm,1,7,,,,,
ge2134 asm咩grade？,+1 冇上過堂咁滯,Yesssss asignment A-，最後都有A,2134竟然都有A 好似都唔錯 超hea拿靚grade,2,5,,,,,
