参数1_文本,参数2_文本,参数3_文本,参数4_文本,参数5_文本,参数6_文本,参数7_文本,参数8_文本,参数9_文本,参数10_文本,参数11_文本,参数12_文本,参数13_文本,参数14_文本
召集各soc幹事落名轉zoom聯署,🙌,上面已經解釋過 話聲畀人知「我哋約緊時間喇」好難？做咩都係錯呢句又係你自己講嘅點呀「阿sir做嘢唔洗你教」啲frd？咁大官威呀,🌻,笑4 淥個杯麵都要3分鐘啦 真係要搵校方唔使約時間唔使等吓嘅？ 約唔成又話開空頭支票 做咩都係錯,🙌,exactly 多謝你明白同幫我解釋🙏🏻前幾日個情況係個prof唔見咗人 搵過佢都搵唔到 唔自修唔通只可以放棄呢科咩咁公道講句 宜家佢哋有回應 我都覺得ok 都有幫手spread,20,58,,,,,
求LANG2007🙏🏻🙏🏻,🐕,薄酬🙏🏻,,,,,,,,,,1,1
想問GTCU2005 有轉mixed mode？,😹,有冇人有zoom link,🍋,adopted for all classes應該冇特別講既都有zoom,,,,,1,3,,,
GFQR1027 (07) form group,🀄,pm,🀄,而加計埋我有兩個，想問下有冇人有興趣一齊form group,,,,,1,2,,,
GTCU2005出section 1換section2🙁,🐬,pm here,,,,,,,,,,1,1
想問下GCAP 3015 伏唔伏🙏🏻🙏🏻,🐸,同問+1!!,👩,Hea do and b+,🍃,Ecotourism in GBA (Guangdong-Hong Kong-Macao Greater Bay Area): Planning and Design,2,4,,,,,
加開course位一問,🦀,通常要等幾耐先加入去？,😾,佢會加你入去 咩都唔使做,😖,Major elective黎，full左，send email問可唔可以開位，個老師應承左，但我點reg個科，定佢自動入我timetable？定打去ar問？求教🙇🏿‍♂️,1,3,,,,,
GFQR1045 smart d,🌯,Zoom link le?,,,,,,,,,,1,1
🍊,🐈,印象中冇,🐱,同問,🌱,想問係咪要self introduction 架？,7,16,,,exchange scholarship interview,,
有冇人讀過prad2005,🍮,請問你邊個教 最後個grade點?,🐸,有讀過 workload唔算超多都ok既,🍮,同問prad2005,1,4,,,,,
放TRAN1005 section1,🍞,hi,😝,有冇人放arhh？😭😭😭,,,,,1,3,,,
有冇人讀過Jour2077？？,🦃,有冇人讀過Jour2077 Chinese news reporting and writing？想知workload同埋難唔難🙇🏻‍♀️,,,,,,,,,,1,1
求推薦文院人好讀嘅free elective,🙂,留名先🥲,🍰,Ching what grade,🍰,GERM1005,2,14,,,,,
求GFHC 1047 sources,Lrcq,Nvm add oil in this semester 👊🏻,😦,c r y,Lrcq,Sosad以為你今個sem有,1,10,,,,,
GFHC 1045好吾好,Lrcq,你section幾,,,,,,,,,,1,1
POLS1005,👺,📷,👺,📷,👺,本身10004,1,4,,,,,
想問下tran 文科GPA要幾多,👻,咁高😂,Hungry233,難d，之前有frd 都想轉，寫電郵，但reply話唔得，我唸如果真係好高分應該會考慮掛，gpa3.6以上之類,👻,中國文學呢？,2,5,,,,,
跪求GTCU2046 section2嘅位🙏🏻,🐭,同問🙏🏻 想知道assessment 嗰啲有冇分別🙏🏻,🍋,知唔知邊個老師好啲🙏🏻,🤑,如果有人要drop可唔可以dm我plz 好想讀到GTCU2046 section2🙏🏻大感謝！！,1,3,,,,,
cec全部女廁都無得去,🦁,佢全部都裝☹ 一個都唔留🤯,😴,唔係裝修咩😂,🌺,點解？,1,3,,,,,
轉course group,🐕,Email問下🥲,🐂,我都冇🥲,🍸,佢一陣有一陣冇 buniport嗰system係奇奇怪怪,1,12,,,,,
大英II wong lap tuen kill5kill？,🐪,好  唔該你😭😭😭😭,Tracy528,俾B較多，我識嘅都有啲人攞B+，我個人認為唔係Killer但係有啲手緊，不過佢真係好好人教得好好,,,,,2,,,,
一齊參加Pitch Competition?,🦂,"YDC Dare to Change Business Pitch Competition 《5分鐘有機會贏10萬！》青企局「敢闖。敢創」創業比賽今朝見到Lib出面有人擺booth講呢個比賽，報名deadline寫14Jan, 但staff話會postpone 1星期, 有冇人想一齊參加？？",,,,,,,,,,1,1
busi2045 monique wan定liu jing？,🍃,"你覺易，然後大家都覺易，但因為拉curve，可能你拎total 80%, 但C",🍃,應該business sense+小小regression+ 簡單R programming,😐,其實呢科好似係新科黎 應該冇乜人識,1,7,,,,,
有冇人試過大英叫lecturer 開多個位,🤖,無 由你去試下啦,,,,,,,,,,1,1
"準備好咗十個course後備, 一個都reg唔撚到",🌰,冇辦法之中嘅辦法嚟希望你reg到想reg嘅科啦！,🍼,吓 讀下一年core我怕太難,🌰,Year 2 also所以我揀左讀多個core courseGe真係reg唔到 一係就撞晒時間,1,7,,,,,
其實minor 對升學/做野有冇用？,🐬,搵工呢,🍳,升學有,🍎,心理學minor又冇牌,1,5,,,,,
😷,💁,本身冇病冇痛去R醫生紙就算鳩數啦，人哋好務實理性，有真病先開俾你,💁,你覺得自己有咩問題，你咪拎咩報告囉，再唔係你拎晒所有有嘅嘢俾佢,🍥,需要啲咩報告？,14,111,,,有冇人係堅持唔打針￼,,
🌷,😅,"i see, thank you thank you 🥺",😌,冇，不過上堂唔算悶，時間都易過,,,,,1,2,UCHL Tai Chi 有冇 mix mode??,,
Gfhc 1055 有冇mix mode,relax,Push,,,,,,,,,,1,1
求Acct1006 ebook🙏🏻,🌶,咁可能唔太得 轉左版😂,🤕,7th editionInternational version,🌶,係咪global edition🙏🏻🙏🏻,2,5,,,,,
請問有無人sem1讀過FINE3005,🐹,如題，想知依個course係咪淨係得sem2至有，thx,,,,,,,,,,1,1
Year1 想揀中文系,😴,好的 謝謝大家的解答 我再考慮一下💪🏼,😺,我覺得可以啊。真的喜歡中文，多看點書、論文，上課用心點，問題不大。不過要預咗BU中文好多都牽涉古代文學，包括文字學，最難的聲韻學，不要只是為了喜歡現代文學而進來。中文系的同學大多也很勤力，為了一份報告，真的要查頗多書，不怕辛苦，可以試試。,🎃,鐘意中文 唔代表適合讀,2,17,,,,,
想問下gtsu2045伏唔伏,😌,推,😌,推,😌,推,1,4,,,,,
uclc 1009想轉sec 68,li咩名呀,section28可轉嗎？,😅,大英想轉sec 68🥲,,,,,2,,,,
UCPN1005 Christopher 好唔好￼,🎉,I mean Christopher,🐋,Venice最鬆手,🐋,正正常常,1,15,,,,,
想問gtsc2065點呀？ 用中文教？,☠,+1 有冇讀過嘅可以分享下 Thanks🙏🏼,洋洋得意,英文教 西醫為主,🙉,gtsc2065 會唔會好難？,2,9,,,,,
BIOL2016 lab 想轉去Tue Section,🌾,我係monday section 請問你係咪tuesday section？可以同我換？🤤🙌🏼,😝,Wts or tg?,🌾,我想要tuesday section😭😭,1,10,,,,,
GFQR係一定要year2前讀？,⛑,畢業前,🐺,定畢業前讀就得？,,,,,1,2,,,
Acct 1006 (06) 搵gppmate,🐝,如題,,,,,,,,,,1,1
Acct1006 Textbook,💀,噢我得ACCT1005,🎃,可平出實體書，有意pm開價,☺️,Managerial Accounting Global Edition,2,10,,,,,
uchl1037 點睇？,😱,想攞A零基礎有可能嗎？唔想俾佢拖低GPA,,,,,,,,,,1,1
想請問如果讀多過畢業要求嘅128cred得唔得?,🐰,想問係就咁apply 爆cred就得定係點？同埋學費方面會點計？,🐋,得 我後尾164 credits畢業,🐲,Thank you!,2,4,,,,,
放書法工具,Hopp,Hello,🐘,pm,😙,放書法工具 一大疊元書紙（大概80張）+小筆（用過）+中筆（用過）+大筆（全新）+墨（用過）適合GE嘅書法course 有意pm :-),1,3,,,,,
想問下course withdrawal計唔計入unit？,Xmen,thx😢,⛑,Ok thx so much!,🐃,記得好似係midterm 前後,2,9,,,,,
GFHC1037 GFHC1045 招手區👋🏻,😠,GFHC 1045 section 1👋🏻,瑤柱蛋白炒飯,GFHC 1045 section 2,😨,求groupmate🙏,1,3,,,,,
social work1005有冇人讀過,🍜,有冇人可以講下個course點🙏🏻,,,,,,,,,,1,1
有冇人讀過sustainable design thinki,😸,今個sem新科？,Apak,新科,😸,gtsu2057☹️☹️☹️唔知伏唔伏 可唔可以話我知,1,3,,,,,
CHIL2035昆曲course,😨,睇簡介好似幾有趣，我都報左,😽,想讀，同問,🎈,冇咩人讀,2,4,,,,,
想問下GFHC1046 同 GFHC1035 有冇伏🙏🏻,瑤柱蛋白炒飯,睇落唔過30個人,😠,見冇咩人reg所以少擔心😓,,,,,1,6,,,
GCAP3205,🍿,本身reg咗，望到啲course material就果斷drop,😱,有冇人今個sem reg左？Be a Better Service Leader: Emotionalinteligence in Action,,,,,1,2,,,
Incomplete course,🍜,"利申：我冇做final exam比人I左, 之後遲左一個月先交",🍜,交左之後佢會喺一兩個星期內regrade你嗰科,🍜,"如果佢係I嘅話你email返個professor睇下你漏左D咩, 之後佢應該會叫你交返",3,5,,,,,
Soci 2035 搵grp mate,😱,搵認真做嘢嘅grp mate，一齊沖A，no free ride thx!,,,,,,,,,,2,2
GCAP3087,😱,想問下有冇人呢個sem reg左GCAP3087 Canine Service Partners For Inclusive Community～,,,,,,,,,,1,
PWMA 2022,HongFei,who has some updates? After the 1st round interview in December I got no updates,🤑,any updates?,,,,,1,2,,,
GFHC1036 1037,🙃,Push 有冇人有讀過1046🙏🏻,🍦,都係，C range就真係爛，感覺佢都注重participation分,🍦,可能你個course有quiz同midterm要求冇咁高掛🤣,3,49,,,,,
求gtcu2005🙏🏻😿😿,🌺,Up,,,,,,,,,,2,1
GTSC2055 伏唔伏,skrskrskrXD,thanks,😫,"吾伏，最好有好gpmates，主要用mural,堂堂都有少少group work，吾kill",🐫,想問到底伏唔伏，唔該各位,2,9,,,,,
求救！GTSC2007好唔好讀?,😽,推,🐕,推,🐕,推,6,,,,,,
🎉,😞,拉curve,🐇,想問知唔知呢科係計grade定拉curve?🙏🏻,🗿,唔止mc啊 會有short question上個sem係有一part要即時聽一隻歌然後答問題 包括佢嘅少少背景資料 同埋音樂元素另外就問一啲粵語流行曲歷史進程嘅一啲相關資料🙈不過個test佔得唔算多 最緊要都係group project做得用心就好易靚grade利申 我都係拎A-,1,7,,,有冇人讀過gtcu2026粵語流行曲,,
🌚,🐰,有冇ching今日上過堂？🙏🏼,,,,,,,,,想問下hist4315 museum studie伏唔￼伏,2,1
Comm2027,🤗,有冇人讀過comm2027 AI and Digital Communication?難唔難 同workload 大唔大？🙏🏻,,,,,,,,,,1,1
HUMN 3035同3036點樣？,🙌,Reg左devil 但未出course info/syllabus…諗緊轉唔轉,👲,唔係jalal教可以試吓,🌞,原來我devil撞左core🙈,9,,,,,,
有冇人讀過advanced immune ?,🍥,Push,🌲,"想問下workload, kill吾kill?",,,,,1,2,,,
GCST2015 yew wei lit,🐇,好 thz🙏🏿🙏🏿🙏🏿😭,🕴,又唔需要話一定要有底，到時睇reading補返都可以，不過要預咗有時上堂佢會爆啲難明嘅term要你答，要自己消化下,🐇,gis嘅話要有底？,11,,,,,,
Biotech major elective,🐀,Pushhh,🎉,"Push, 想問genome/neuroscience",🎉,Genome同advanced immunology呢？,2,7,,,,,
add drop叫lecture開多個位,😶,同問！,Cube23,我都想問下 🙏🏻🙏🏻 可唔可以pm你 唔該！,🌽,有冇人試過想reg個科得一個section 叫lecturer開位,2,17,,,,,
有冇人讀過Jason S Polley嘅course?,🐞,"好的, 唔該晒你!❤️",😜,爛grade姐係C+或以下？佢極少數俾人C range 但你預1-2個星期就要睇一本書/聽一個podcast 你睇唔曬都唔緊要但係要知佢講咩最好其他科唔忙先reg,🐞,"但如果我冇eng lit 底, 走去上engl 4106 literary journalism, 會唔會爛grade?",3,6,,,,,
有冇HKBU毒撚圍下爐,☺️,BU毒撚住咩hall,🌴,有冇毒撚住hall?,☺️,HiNonjupas 直入 yr3?,4,37,,,,,
有冇人覺得自己係全校gpa最低😂,😦,好似話要連續兩個sem低果2 會被term,🍡,講嘢就睇場合啦ching,🀄,呢個又係 博屌咪出聲,3,17,,,,,
🌱,🌯,also this sem 有冇 zoom link?,,,,,,,,,GERM3007 靚唔靚 grade?,1,1
我又放書法嘢!,😼,已放喔不好意思,Hopp,Hello 仲有冇？,😥,Hello 有意🙈🙏🏻,1,10,,,,,
Econ1006 Ryan 今個sem有冇zoom,🦂,有冇人知,,,,,,,,,,1,1
Capstone Service learning,🐥,推,蒸魚飯好食,Gcap3166付出同收獲成正比,🌼,想知+1,2,5,,,,,
￼嚟緊個Sem￼大家想online定f2f￼上堂？,🐩,really have no idea why they are not changing to online mode lol the omicron case is getting worse but they are still deciding to do ftf classes... it's hard for me to find professors who actually offer zoom classes smh,🐋,驚入竹蒿灣坐21日監多過中招,🐘,同意呀,3,8,,,,,
聽日開sem ，有冇人驚有確診要入竹蒿灣,🙆,中招就唔驚，係驚要入去坐21日監姐,,,,,,,,,,2,1
有冇人知ava返cva嘅shuttle邊度上車,😪,得4班車...？🥲,😢,📷,😪,唔該哂你 如果唔係第一日唔知點算🥺,1,5,,,,,
比 fine3015 個exam 撚死揮手區,🍨,Same,PDino,Samuel b- 俾final 屌死咗 考完嗰陣以為自己會f,😋,咩grade? 邊個lecturer教？,2,4,,,,,
PE course係咪一定要yr2讀,Nival,感激🙏🏻,🎅,grad前有就得,🌜,想問吓如果yr2 reg唔到pe course可唔可以留番yr3 先reg？定係一定要yr2內讀咗佢🙇🏻‍♂️,1,3,,,,,
va 2字頭嘅科上年點zoom上？,Tayla,Ceramics唔易爛grade，但assignment相對多啲🙈每1.5 credits有3份works要交🤭拉坏要預時間練習先上到手，hand built就唔太難,🐄,好chur,🕴,其實ceramics難唔難讀 易唔易爛grade,1,9,,,,,
再講今個Sem GPA都無用,☠,咁當然佢係平時都努力嘅人,☠,"可以同department head針針 我朋友差0.02 second up, 佢成功咗",🎃,聽講係有得通融 但唔肯定,4,11,,,,,
Sem2有冇機會轉zoom?,😛,只係想Online Exam F2F Lesson,🐵,fk the omicorn,🐵,🥲,3,19,,,,,
有冇人想讀MATH4606,🍯,而家仲係zero enrollment，想揾人一齊讀,,,,,,,,,,1,1
千祈咪讀羽毛球UCHL1046 尤其是個Bill,🌮,睇你點打波，可以打得好輕鬆😂,🌮,份game viewing功課好簡單…,⛄️,sls 洗唔洗咁惡 溫馨提示下人有呢個情況姐 希望你科科A啦如果師兄有你講到咁勁😚,1,26,,,,,
想整個BU 山藝TG 有冇趣？,😌,宜家先見到，仲有冇,😋,Pm,紅頭巨乳,pm,2,47,,,,,
CS year 2 grade 如何？,🌬,唔識打code concentration 咪揀isa😂 bu cs課程其實唔算難,😀,其實BU係咪想踢三份一CS人出校,🐂,Push 一下,4,6,,,,,
想知有冇人F左Biol3035,🌱,cls……究竟有幾多人f,🍑,F too,😥,佢話高過廿分唔比重考…屌,2,20,,,,,
有無人報咗waseda exchange,🍾,有得去都好吖  體驗下吖嘛,🐰,想報慶應+1🥲奈何BU太少選擇,🐸,本身有諗住報 但係一諗起早稻田超多支畜就不了 如果有得報慶應就好🥲,1,7,,,,,
想問retake原本F咗嘅科，個GPA係點計？,瑤柱蛋白炒飯,係,🦃,有無人知，係咪retake後挪A，之前F咗嘅呢科就會顯示A？,,,,,1,2,,,
C左科,🐱,我四科裏C左三科😂,😘,C一科？我C咗4科喎,🐨,🕯C科圍爐區🕯,1,8,,,,,
統計下yr2 comm GPA,👹,識有人讀Jour 3.8,🐝,身邊識嘅人都係around3-3.3左右,🐝,我都覺誇張咗 可能啲人亂投 甚至唔係呢科😂,1,8,,,,,
文科gpa 幾多先算正常,🐙,想問下你幾多？😭自已文科非中文系,🐕,都幾 😢,🍒,多唔多人會拎3.5above,2,7,,,,,
Bio Major Elective,😮,點伏？？,🍰,好好，兩個lecturer都好好人，上堂氣氛都好輕鬆,🐮,Marine唔知好唔好 不過個Lecturer好似OK 唔係話教得好 係個人比較nice,1,7,,,,,
MKTG 4005 大家咩grade,😖,A,😏,A- thx Henry,🙍,大家真係好極端🫂,2,9,,,,,
4soc gpa要幾高先declare到major,😣,正常都入到,😣,冇,😀,有冇話邊個major收得高啲,1,3,,,,,
窮撚靠gpa拎scholarship今個sem爛grade,🍼,咁咪返多d part time囉,🌜,等仆街,,,,,1,2,,,
AO Intern,😽,想問interview係邊個in我地？Career Center定gov個邊？thankss,🙍,正常應該有兩個,🙍,你指internal interview定喺政府嗰邊interview?,1,6,,,,,
appeal會唔會降grade?,🌶,會,,,,,,,,,,3,1
🤖,🍦,規矩上係，要拍卡入,😖,係唔係要讀edu嘅人先入得？,🍦,AAB819,1,8,,,Library 有無中小學補充練習架？,,
sem 1 va人gpa,😶,有咩伏va course🤭,,,,,,,,,,1,2
其實啲grade係味預測唔到？,😻,🤦🏻‍♀️我真係想知其實我係味呢世都拎唔到A range 係呢個major到 定要下下quiz or asm都要90分起？,😻,英文系,,,,,1,8,,,
一人一個hall膠最cheap嘅嘢,🐽,邊個聯層目的唔係咁？,🍼,清朝人,🐽,其實都無咩特別 廿幾歲血氣方剛唔通聯層同你吟詩作對咩笑死,1,8,,,,,
突發！GPA偷跑左！,🍱,係撚狗都高招啲,🎄,屌尼老未,,,,,1,8,,,
Biotech yr3 sem 2換lab section,🐖,你係咪都係想2個lab由1轉2？,🍠,push,🍭,halo你搵到人轉未啊,3,14,,,,,
迪士尼 銀卡,🍲,"想搵人夾迪士尼銀卡, 有冇人有興趣？",,,,,,,,,,1,1
F 左retake,🐊,想知+1,😈,Email問AR 可靠d利申 唔知 但想知,🍏,想問retake既話，成績表係會照有兩個record定得一個最新既record replace 左今sem 既F,3,3,,,,,
Retake F左嘅科一問,🌹,想問成績表係會照有兩個record定得一個最新既record,🌯,所以成績表上面會有兩個record，一個f 一個計新grade？,🦀,Okay thank you so much🤣,2,10,,,,,
有冇鍾意古典音樂既朋友！,🍩,Wowwww有同好😍,🍢,我都係🥲不過學生飛有半價真係太抵了,🀄,Ling ling workout😂,18,59,,,,,
development psychology用咩書,🍀,push,🍀,如題 想問用邊本參考書 THX,,,,,1,2,,,
Bba project proposal 有無sample？,🍑,我都係wor😂,🙁,做咩acct fellow?😂,獨男,Acct major here,3,44,,,,,
SCI BAS major 留名!,雀D,Hi🙆🏻‍♀️🙆🏻‍♀️🙆🏻‍♀️,🐹,得！😆,🐣,year3得唔得!,2,20,,,,,
有冇女仔一齊做gym!,🐋,Pm,🐋,想join!,😀,想join 利申絲,2,8,,,,,
有冇人住彩虹都reg到hall,🌾,係,🍔,係咪都揀到自己first choice,🌾,Me and my frd both Choi hung dou have hall in sem 2,2,5,,,,,
😢,🍡,藍店不了,🌚,份量好小  食過,😂,廿一堂我覺得ok,20,61,,,有無人寧願出去食飯，都唔想係bu食,,
唔會出分？,👽,唔知🤣,🌝,點解考試成績唔公開得咁有趣嘅？😂😂,👽,可以問但考試成績就唔公開得～,1,7,,,,,
瑞典exchange圍爐,🐳,anyone exchange to Norway?👋🏻,🦀,好似未有人開grp啊🤔如果大家唔介意嘅話不如tg我？我再睇下大家想開signal/wts/tg grp。我tg係bilibala0125,🌷,好 其實有無人開咗grp？,2,18,,,,,
你地點去ava？,🐺,幾多分鐘一班？,😀,CVA 停車場，開sem先有,🍸,喺邊度上車？,1,14,,,,,
石門校園,🍒,okk，thx🙏🏻,🍄,Yes,🍒,係咪照拍卡就OK？,1,6,,,,,
迪士尼Annual Pass,🍂,介唔介意pm我🙏🏻,🍨,Pm,,,,,2,17,,,
😾,🐫,John 真係好好 學到野 又會搞下笑,🍨,大英 John 大中陳遠秀,🤓,大愛大英Rita🥰,99,266,,,大中大英最佳Prof,,
交左學費話我未交,🍒,之前試過 講翻同有證明就得,🍪,我都係咁 我22號sd返email 加銀行轉數證明 28號先變返交左 得左佢又冇通知 搞到我要日日上buniport睇,🌞,係咪入錯number?,1,4,,,,,
講自己嘅興趣😜啱就pm!,👾,睇書 寫文 聽歌 睇戲 煲劇 間唔中行山 中意去郊外,🍔,＃metoo,😁,煲劇 睇戲,3,35,,,,,
有冇人有興趣一齊組隊打網球🎾 限4人,🐍,Tg link ~,🐍,https://t.me/+ivekQMgWPhk0YTU1,🗿,pm ~,1,4,,,,,
想知點解我地學校咁早開sem,relax,好似差唔多咋喎,🍋,但相反我地既sem2應該比人地早完😂,🐸,10,1,5,,,,,
全民造舊校重建設計,🍂,千祈唔好係三,🍂,2好似商場 我唔係好鍾意3似中學 最冇誠意既design4同5都ok 靚1冇意見,🍪,BU其實冇乜規劃可言喎😂因為佢根本規劃唔到，睇返歷史，因為用地限制，佢都係攞一塊就起一度,2,15,,,,,
pre reg 派錯科,🌛,個行好似嗰個都有,👳,我都係reg jpse1007 但冇顯示有但有行字提醒我話for interest 都計gpa,🌛,係 個section full左就會咁,1,10,,,,,
